,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
2,2,9.44122314,-0.006030161,-0.527059674,-0.15275481300000002,-16.0,0.000303951,0.0,-0.08086066,-9.0
6,6,9.438537599999998,-0.002413068,-0.542704046,-0.150906131,-16.0,0.000968089,0.0,-0.082837425,-9.0
1,1,9.45242977,0.018166872,-0.498289198,-0.15510170199999998,-16.0,0.002990133,0.0,-0.080097258,-9.0
5,5,9.46994686,0.022779793,-0.496299356,-0.15506921699999998,-16.0,0.003475889,0.0,-0.08295852,-9.0
0,0,9.45006943,0.034538049,-0.495513201,-0.15488590300000002,-16.0,0.0050554829999999995,0.0,-0.080300994,-9.0
4,4,9.44608402,0.042979449,-0.509179473,-0.15310657,-16.0,0.006316817,0.0,-0.082075916,-9.0
8,8,9.46988869,0.058055393,-0.483325481,-0.15535484300000002,-16.0,0.007818429,0.0,-0.083237007,-9.0
3,3,9.46045399,0.067926981,-0.469510913,-0.156625986,-16.0,0.008951763,0.0,-0.080342718,-9.0
9,117401,9.51537895,0.070573553,-0.473884642,-0.155995965,-16.0,0.008951907,0.0,-0.088652656,-9.0
7,7,9.46385288,0.072518967,-0.505911708,-0.152872309,-16.0,0.009706382,0.0,-0.083695114,-9.0
