,u,v,w,x,x bin,y,y bin,z,z bin
0,8.08509064,-0.52922976,0.217693895,-0.126616016,-13.0,-0.0244225,-3.0,0.009233158,0.0
1,7.85140038,-0.621721208,0.17714183,-0.12088935099999999,-13.0,-0.024290374,-3.0,0.006828445,0.0
2,7.81653309,-0.5191676620000001,0.07812063400000001,-0.122446612,-13.0,-0.020073833,-3.0,0.000910404,0.0
3,8.07249832,-0.556911826,0.149339378,-0.12627466,-13.0,-0.025613397000000003,-3.0,0.005597826,0.0
4,7.7648592,-0.567280889,0.094826847,-0.120593481,-13.0,-0.02109576,-3.0,0.001879044,0.0
5,7.95887375,-0.5417100189999999,0.087902479,-0.125055045,-13.0,-0.022435998999999998,-3.0,0.0017188429999999998,0.0
6,8.170681,-0.525672436,0.112068541,-0.128945082,-13.0,-0.025922829,-3.0,0.003628994,0.0
7,8.20278072,-0.551843643,0.126698136,-0.128625289,-13.0,-0.02855829,-3.0,0.004827522,0.0
8,8.02077675,-0.570056617,0.05989141,-0.125891626,-13.0,-0.024727058,-3.0,0.000479017,0.0
9,7.97874546,-0.596915424,0.091502465,-0.12425726699999999,-13.0,-0.025560318999999998,-3.0,0.002325691,0.0
10,8.23066425,-0.547082901,0.09117128,-0.12948893,-13.0,-0.028803287,-3.0,0.002905808,0.0
83553,8.01829815,-0.624489188,0.066868052,-0.124352992,-13.0,-0.028300971,-3.0,0.001363719,0.0
