,u,v,w,x,x bin,y,y bin,z,z bin
0,9.31559658,-0.298529744,-0.34573465600000003,0.193318844,19.0,0.076046929,7.0,0.009381607,0.0
1,8.97895622,-0.323744714,-0.395185411,0.197107658,19.0,0.072007753,7.0,0.006792812,0.0
2,8.94906998,-0.295570433,-0.384277821,0.19802747699999998,19.0,0.072143361,7.0,0.007960056,0.0
3,9.28129578,-0.3357566,-0.369782865,0.196110457,19.0,0.075220056,7.0,0.006541781,0.0
4,9.53552914,-0.303296983,-0.330566943,0.199001089,19.0,0.0789124,7.0,0.008032042,0.0
5,9.1757555,-0.32213217,-0.37476486,0.197159737,19.0,0.07428252,7.0,0.006894297,0.0
6,8.99204159,-0.39679074299999995,-0.4148193,0.192772463,19.0,0.07045997700000001,7.0,0.004722385999999999,0.0
7,9.17641926,-0.386407912,-0.398757339,0.194705725,19.0,0.072976261,7.0,0.004533308,0.0
8,9.6203022,-0.3773537870000001,-0.368462503,0.192406595,19.0,0.078397125,7.0,0.0055849030000000004,0.0
9,9.68974495,-0.386418551,-0.363657534,0.193908364,19.0,0.079060867,7.0,0.004693807,0.0
10,9.62951756,-0.41671574100000003,-0.36525732299999997,0.19278788600000002,19.0,0.077407979,7.0,0.003860428,0.0
11,9.75574112,-0.403496236,-0.34563458,0.199123457,19.0,0.079218701,7.0,0.0028079470000000003,0.0
40801,9.78483963,-0.483098745,-0.336155236,0.194394857,19.0,0.077383637,7.0,0.0005649790000000001,0.0
