,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
0,0,11.2773314,0.002996274,-0.7050850390000001,0.030009521,3.0,0.008426142,0.0,0.103152692,10.0
1,1,11.1929331,0.006610601999999999,-0.726254225,0.032644163999999996,3.0,0.008399611999999999,0.0,0.105199225,10.0
2,2,11.1747217,0.019139731,-0.8064625259999999,0.034217328,3.0,0.006000618,0.0,0.104188941,10.0
3,3,11.1889629,0.010855472,-0.611119866,0.030355316,3.0,0.008896241,0.0,0.10766132199999999,10.0
4,4,11.154272099999998,0.017741201,-0.75777781,0.033901602,3.0,0.006823231999999999,0.0,0.105755076,10.0
5,5,11.0409184,0.017946949,-0.773078203,0.037383132,3.0,0.0056944940000000005,0.0,0.108813651,10.0
6,6,11.0948181,0.047722455,-0.786872983,0.034770086,3.0,0.002255768,0.0,0.107422657,10.0
7,7,11.014453900000001,0.04160298,-0.789950371,0.037492991,3.0,0.002371722,0.0,0.109436534,10.0
8,39363,10.9899092,0.050966911,-0.796408653,0.038377523,3.0,0.000388942,0.0,0.109835438,10.0
0,0,11.0535173,0.074799068,-0.977522671,0.037340961,3.0,-0.001888668,-1.0,0.10247305,10.0
1,1,11.0447817,0.088166609,-0.901720345,0.032955509,3.0,-0.007460841,-1.0,0.100371338,10.0
2,2,11.0638018,0.102225468,-0.970442474,0.036563188,3.0,-0.0068642880000000005,-1.0,0.101427592,10.0
3,3,11.0686274,0.075193733,-0.9009398820000001,0.03692501,3.0,-0.003326371,-1.0,0.10532649599999999,10.0
4,4,11.1058149,0.070717022,-0.773323357,0.032758676,3.0,-0.002981928,-1.0,0.106810324,10.0
5,5,10.9951038,0.065143727,-0.846737504,0.039527379,3.0,-0.0027187759999999996,-1.0,0.10820701699999999,10.0
6,6,11.1072474,0.094461367,-0.8594328170000001,0.032718702999999995,3.0,-0.00912112,-1.0,0.101113863,10.0
7,7,11.084567999999999,0.108559579,-0.975171685,0.038031656000000004,3.0,-0.0072163919999999986,-1.0,0.102519445,10.0
8,8,11.0003805,0.074858613,-0.8742181059999999,0.039979857,3.0,-0.004380804,-1.0,0.107283965,10.0
9,9,11.074111,0.073592037,-0.731197953,0.035319131000000004,3.0,-0.008130759,-1.0,0.108306788,10.0
10,10,11.1425972,0.071585454,-0.7199018,0.033383977,3.0,-0.008149208,-1.0,0.106338322,10.0
11,11,11.034244500000002,0.098611802,-0.845585465,0.038375877,3.0,-0.009274459,-1.0,0.10674080300000001,10.0
12,48449,11.1005983,0.075110227,-0.723337531,0.034858149,3.0,-0.008693689000000001,-1.0,0.107502513,10.0
