,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
0,0,10.6419487,0.28523144100000003,2.43003392,-0.042371839,-5.0,0.008199155,0.0,0.090824626,9.0
1,1,10.7122555,0.22938974199999998,1.79419971,-0.041804022999999996,-5.0,0.009505069,0.0,0.098477453,9.0
2,2,10.469698,0.220801085,2.04135609,-0.04831519,-5.0,0.006110231,0.0,0.095205158,9.0
3,3,10.7472172,0.196673349,1.86353469,-0.040458836,-5.0,0.006979615,0.0,0.098004304,9.0
4,4,10.7584181,0.194668531,1.77036023,-0.040371161,-5.0,0.007582136,0.0,0.099086136,9.0
5,5,10.5263567,0.17837673399999998,2.23865294,-0.045943044,-5.0,0.002088711,0.0,0.09341687,9.0
6,6,10.5501089,0.179134548,2.13725424,-0.045514423,-5.0,0.002986048,0.0,0.094601318,9.0
7,7,10.4953289,0.18239615899999997,1.95832872,-0.047639981,-5.0,0.00429686,0.0,0.09645284,9.0
8,8,10.6828556,0.162498221,1.78083301,-0.042473741,-5.0,0.005070947,0.0,0.099009879,9.0
9,9,10.631490699999999,0.143784344,1.84339619,-0.043764029,-5.0,0.003162291,0.0,0.09831660199999999,9.0
10,10,10.6438122,0.114976123,1.92500329,-0.043072809,-5.0,0.000710353,0.0,0.097626999,9.0
11,11,10.511548,0.124679275,1.81241405,-0.047345600999999994,-5.0,0.0016356670000000002,0.0,0.098512322,9.0
12,34077,10.5766783,0.121452637,1.72052598,-0.045671459000000005,-5.0,0.002438262,0.0,0.099888019,9.0
0,0,10.3721666,0.078729816,2.50044012,-0.046206884000000004,-5.0,-0.00043368599999999997,-1.0,0.090551809,9.0
1,1,10.640792800000002,0.126546681,2.17337942,-0.042530954,-5.0,-0.00037428300000000016,-1.0,0.094763726,9.0
2,2,10.2780781,-0.011471763000000001,2.48021364,-0.046994275999999995,-5.0,-0.003078975,-1.0,0.09103371199999999,9.0
3,3,10.2925301,-0.050328914,2.45082116,-0.046179425,-5.0,-0.004703081,-1.0,0.091633491,9.0
4,4,10.5246258,0.05910755700000001,2.08776093,-0.044903301,-5.0,-0.002488941,-1.0,0.09582333300000001,9.0
5,5,10.2587852,-0.12866801,2.53935361,-0.0456733,-5.0,-0.006975945,-1.0,0.090669975,9.0
6,6,10.406778300000001,-0.02839376,2.1725471,-0.045632220999999994,-5.0,-0.004832997,-1.0,0.095019378,9.0
7,7,10.6426201,0.04847825,2.05809069,-0.042153336,-5.0,-0.003940984,-1.0,0.096557185,9.0
8,8,10.4535284,0.046942227,1.90903342,-0.047478158,-5.0,-0.00230547,-1.0,0.097740255,9.0
9,9,10.6221743,-0.17155365600000005,2.44578028,-0.040692065,-5.0,-0.008891105,-1.0,0.090966731,9.0
10,10,10.351440400000001,-0.169134855,2.48484731,-0.044389255,-5.0,-0.008398744,-1.0,0.091166861,9.0
11,11,10.5767899,0.017187964,1.95994413,-0.043773551,-5.0,-0.004552767,-1.0,0.097674936,9.0
12,12,10.2510719,-0.150116518,2.33371067,-0.046187144000000006,-5.0,-0.008176683,-1.0,0.093427867,9.0
13,13,10.319355,-0.114611246,2.19293308,-0.046261411,-5.0,-0.007473908,-1.0,0.095059782,9.0
14,14,10.440136,-0.077772588,2.03614259,-0.044868458,-5.0,-0.007016975999999999,-1.0,0.096958943,9.0
15,15,10.713522,0.0117337,1.88888967,-0.040726528,-5.0,-0.005543482,-1.0,0.098890387,9.0
16,16,10.5353689,0.004725323,1.85051608,-0.045215360999999996,-5.0,-0.0046526729999999995,-1.0,0.09888321900000001,9.0
17,17,10.1342278,-0.202201292,2.39565182,-0.049683742,-5.0,-0.009503454,-1.0,0.092679799,9.0
18,18,10.535361300000002,-0.12129317199999999,2.07259583,-0.042220902000000005,-5.0,-0.009120925,-1.0,0.096782528,9.0
19,19,10.7022886,-0.010058327,1.80862069,-0.041199721,-5.0,-0.006433955,-1.0,0.099909097,9.0
20,20,10.2800074,-0.149030522,2.11936808,-0.048845634000000006,-5.0,-0.009269943000000001,-1.0,0.096258685,9.0
21,21,10.3197918,-0.103371695,1.99360728,-0.049691461,-5.0,-0.007939650999999999,-1.0,0.097582378,9.0
22,22,10.3852119,-0.133066028,1.99467301,-0.047307599000000006,-5.0,-0.009507099,-1.0,0.09787272699999999,9.0
23,48412,10.5292006,-0.123952746,1.90939116,-0.043800663,-5.0,-0.009937027,-1.0,0.099026293,9.0
