,u,v,w,x,x bin,y,y bin,z,z bin
0,4.79048061,-3.24275875,0.5707463620000001,-0.071828768,-8.0,-0.032432921,-4.0,0.00690305,0.0
1,4.52861738,-3.14093351,0.117833205,-0.07315907599999999,-8.0,-0.031162925,-4.0,0.001600864,0.0
2,4.6126585,-2.98062849,0.13094601,-0.076237075,-8.0,-0.031306032000000004,-4.0,0.001726356,0.0
3,5.54519939,-3.07019448,0.590080976,-0.07895332599999999,-8.0,-0.036341317000000005,-4.0,0.007949026,0.0
4,5.75639677,-3.62321472,0.708256125,-0.07379187599999999,-8.0,-0.039395288,-4.0,0.008540684,0.0
5,5.40511465,-2.94801593,0.400625765,-0.079885475,-8.0,-0.033937976,-4.0,0.005284273000000001,0.0
6,5.37300682,-3.38612223,0.464467078,-0.075172894,-8.0,-0.03670834,-4.0,0.005662181999999999,0.0
7,5.0895319,-3.38266683,0.004105136,-0.07539098,-8.0,-0.03569385,-4.0,4.81e-05,0.0
8,5.2950902,-3.40235472,0.08817153400000001,-0.076910906,-8.0,-0.037071547999999996,-4.0,0.000830024,0.0
9,5.55662823,-3.84230518,0.098149352,-0.072721757,-8.0,-0.039866146,-4.0,0.000901761,0.0
81413,5.60469532,-3.67160797,0.33820641,-0.074616842,-8.0,-0.039415362999999995,-4.0,0.0036804090000000004,0.0
