,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
0,0,9.23784637,0.08725020300000001,-0.241061866,-0.16667738599999998,-17.0,0.009658171,0.0,-0.031896113999999996,-4.0
1,1,9.20492363,0.072806969,-0.244880065,-0.164679334,-17.0,0.0075299159999999985,0.0,-0.031329997000000005,-4.0
2,2,9.1635437,0.059913687,-0.25843489199999997,-0.16193418199999998,-17.0,0.005697309,0.0,-0.031331044,-4.0
3,3,9.15420532,0.053287104,-0.293874979,-0.160977572,-17.0,0.005134146,0.0,-0.034487903,-4.0
4,4,9.17321587,0.04540091,-0.25206220100000004,-0.163460895,-17.0,0.0037039290000000003,0.0,-0.031075977,-4.0
5,5,9.15522289,0.041778907,-0.299393594,-0.161589071,-17.0,0.003647617,0.0,-0.035036836,-4.0
6,6,9.17058277,0.033679687,-0.269589543,-0.163600385,-17.0,0.0022979420000000003,0.0,-0.032683112,-4.0
7,7,9.19044113,0.02016712,-0.25687617100000004,-0.165735975,-17.0,0.000385026,0.0,-0.032311976,-4.0
8,8,9.15360069,0.029602427,-0.315451533,-0.161843836,-17.0,0.002167745,0.0,-0.036540952,-4.0
9,83260,9.15282154,0.019256257,-0.327159882,-0.16213902800000002,-17.0,0.00089275,0.0,-0.037648726,-4.0
0,0,9.19904137,0.000796348,-0.25472337,-0.165229231,-17.0,-0.0027631590000000003,-1.0,-0.032243446,-4.0
1,1,9.21463013,-0.012735123000000001,-0.23673382399999998,-0.165957734,-17.0,-0.005615518000000001,-1.0,-0.030666267999999997,-4.0
2,2,9.21694374,-0.021432202,-0.236058637,-0.165953636,-17.0,-0.007311699,-1.0,-0.030391263,-4.0
3,3,9.14852142,-0.010478761,-0.298905283,-0.161575183,-17.0,-0.004063464,-1.0,-0.034050901,-4.0
4,4,9.24962234,-0.015054433999999997,-0.246706307,-0.167545646,-17.0,-0.006010545,-1.0,-0.033426754,-4.0
5,5,9.22745323,-0.029928211,-0.25565812,-0.16501306,-17.0,-0.008215874,-1.0,-0.03306938,-4.0
6,6,9.29345322,-0.002347028,-0.262132049,-0.16969743399999998,-17.0,-0.0034329940000000004,-1.0,-0.037783671,-4.0
7,7,9.15737629,-0.009229233,-0.332174242,-0.161689669,-17.0,-0.0034380229999999997,-1.0,-0.038041756,-4.0
8,85463,9.23258686,-0.014507292,-0.276950061,-0.165418208,-17.0,-0.005052439000000001,-1.0,-0.03608764,-4.0
