,u,v,w,x,x bin,y,y bin,z,z bin
0,9.78000069,-0.601194441,0.019318629,-0.127727598,-13.0,-0.121266767,-13.0,0.007513769,0.0
1,9.77327919,-0.606208026,0.008319382,-0.127778277,-13.0,-0.120438732,-13.0,0.005790076999999999,0.0
2,9.77858925,-0.6029003860000001,0.012462911,-0.127737582,-13.0,-0.12119323800000001,-13.0,0.006460563000000001,0.0
3,9.77125263,-0.60915941,-0.005003287,-0.127791971,-13.0,-0.120409727,-13.0,0.003748825,0.0
4,9.77830601,-0.605262041,-0.0029687690000000004,-0.12773759699999998,-13.0,-0.121488795,-13.0,0.004111919,0.0
5,9.78956604,-0.5958521960000001,0.022518229,-0.12765316699999998,-13.0,-0.122720219,-13.0,0.008073112,0.0
6,9.79278374,-0.596186399,0.008817709,-0.127625316,-13.0,-0.123534583,-13.0,0.006014279,0.0
7,9.82038879,-0.65115422,0.035746895,-0.120014027,-13.0,-0.122977868,-13.0,0.009749289,0.0
8,9.7906332,-0.598555624,-6.31e-05,-0.12764132,-13.0,-0.123388283,-13.0,0.004647557,0.0
9,9.77162933,-0.610054016,-0.015914671000000002,-0.127784893,-13.0,-0.12084125,-13.0,0.00202135,0.0
10,9.78426266,-0.604226708,-0.018942736,-0.127686605,-13.0,-0.12287029599999999,-13.0,0.001684441,0.0
11,9.79325008,-0.599716067,-0.017390166000000002,-0.127617776,-13.0,-0.124187112,-13.0,0.002032723,0.0
12,9.80388737,-0.589529037,0.015799573,-0.127538115,-13.0,-0.125148639,-13.0,0.00716034,0.0
13,9.80870152,-0.588706911,0.004476324,-0.12749809,-13.0,-0.126164898,-13.0,0.005475140999999999,0.0
14,9.80459785,-0.592502713,-0.007393816,-0.127528936,-13.0,-0.125773385,-13.0,0.003639002,0.0
15,9.80295753,-0.595525205,-0.022626629,-0.127539948,-13.0,-0.125848472,-13.0,0.001310288,0.0
16,9.82237816,-0.580704212,0.011686573,-0.127390712,-13.0,-0.128183797,-13.0,0.006675510999999999,0.0
17,9.81324387,-0.588009715,-0.006775715,-0.12746048,-13.0,-0.127136678,-13.0,0.003798735,0.0
18,9.82788277,-0.579569697,0.00010269100000000001,-0.127344966,-13.0,-0.129315704,-13.0,0.004955918,0.0
19,9.81876755,-0.586999178,-0.019301185,-0.127414584,-13.0,-0.128292546,-13.0,0.001936127,0.0
130722,9.82817554,-0.581519067,-0.014499514,-0.127340525,-13.0,-0.129684582,-13.0,0.002737775,0.0
