,u,v,w,x,x bin,y,y bin,z,z bin
0,9.98464775,-0.677822113,-0.305474013,0.13137497,13.0,0.09549401,9.0,0.00861934,0.0
1,9.99215221,-0.707492828,-0.275864214,0.132268548,13.0,0.095878005,9.0,0.003428434,0.0
2,9.98262787,-0.6843976970000001,-0.28970089600000004,0.134474784,13.0,0.09576733400000001,9.0,0.005162825,0.0
3,9.99973583,-0.7207874059999999,-0.250202268,0.136315167,13.0,0.095812172,9.0,0.000165247,0.0
4,9.97426796,-0.687152743,-0.303943843,0.136069655,13.0,0.094287008,9.0,0.005608313,0.0
5,9.98488808,-0.710268855,-0.283910066,0.135844365,13.0,0.09433312,9.0,0.00292667,0.0
6,9.97437954,-0.69843781,-0.297679961,0.138879523,13.0,0.093368076,9.0,0.003945559,0.0
7,9.96875668,-0.7061150070000001,-0.310591847,0.138869241,13.0,0.09208408,9.0,0.00432372,0.0
8,9.97930908,-0.737124205,-0.29069435600000004,0.137207896,13.0,0.09197358800000001,9.0,0.001988061,0.0
9,9.97645092,-0.739490986,-0.297020137,0.136953786,13.0,0.091477647,9.0,0.00239428,0.0
36564,9.9640789,-0.733798385,-0.330666542,0.133651257,13.0,0.090391137,9.0,0.005710478000000001,0.0
