,u,v,w,x,x bin,y,y bin,z,z bin
0,11.0870085,3.44613624,0.444471449,-0.036263548,-4.0,0.07855016,7.0,0.009546971,0.0
1,11.139649400000001,3.48535347,0.360004306,-0.032372899,-4.0,0.075437658,7.0,0.00717999,0.0
2,11.0040588,3.79530859,0.459303677,-0.033601984,-4.0,0.071907811,7.0,0.008058885,0.0
3,10.794429800000001,3.906081200000002,0.293396145,-0.034925949,-4.0,0.07083669299999999,7.0,0.0055957,0.0
4,10.9970016,3.63738108,0.309411228,-0.033311181,-4.0,0.073738068,7.0,0.006216047,0.0
5,10.832984,3.66886139,0.275058985,-0.037109807,-4.0,0.075566411,7.0,0.0065792690000000004,0.0
6,10.8588705,3.57788324,0.097778402,-0.034225915,-4.0,0.074785575,7.0,0.0034694120000000003,0.0
7,11.0925426,3.48469782,0.20957446100000002,-0.03082129,-4.0,0.07422515,7.0,0.0045434709999999994,0.0
8,10.7479229,3.69564676,-0.007659674,-0.033649273,-4.0,0.072548538,7.0,0.00140269,0.0
9,10.9968634,3.33939791,0.091679342,-0.033656739,-4.0,0.077857614,7.0,0.003937384,0.0
10,11.051486,3.38304901,0.157356486,-0.032621563,-4.0,0.076706655,7.0,0.00452389,0.0
47581,10.5644941,3.68024778,-0.088300481,-0.038311482,-4.0,0.075463355,7.0,0.001030743,0.0
