,u,v,w,x,x bin,y,y bin,z,z bin
0,10.6261625,0.440371156,-0.021227168,-0.026476659,-3.0,0.148972303,14.0,0.009299179,0.0
1,10.6485748,0.453074396,-0.029036713999999998,-0.026421212000000003,-3.0,0.14697507,14.0,0.007103239,0.0
2,10.6450396,0.385505646,-0.032469515,-0.02148658,-3.0,0.148838028,14.0,0.006051536,0.0
3,10.7154112,0.437470376,-0.040309403,-0.021198377,-3.0,0.142463043,14.0,0.005988654,0.0
4,10.6681023,0.463501722,-0.0362725,-0.02636905,-3.0,0.145313755,14.0,0.005009204000000001,0.0
5,10.6848497,0.483181536,-0.041027881,-0.026596382000000002,-3.0,0.14348428,14.0,0.003680584,0.0
6,10.6682091,0.398358971,-0.040239357,-0.021421358,-3.0,0.14690376800000002,14.0,0.00389817,0.0
7,10.7251377,0.447168112,-0.045425542,-0.02115722,-3.0,0.141983449,14.0,0.003032533,0.0
8,10.6819954,0.480759323,-0.044801854,-0.026545152,-3.0,0.144574866,14.0,0.001524918,0.0
10207,10.7425728,0.463251352,-0.045004126,-0.021158092000000003,-3.0,0.14032620199999998,14.0,0.003928422,0.0
