,u,v,w,x,x bin,y,y bin,z,z bin
0,8.34864521,-1.65843058,0.217312187,-0.101109579,-11.0,-0.061453283,-7.0,0.008333868000000001,0.0
1,8.30136299,-1.59243584,0.08924805400000001,-0.102717139,-11.0,-0.060158275,-7.0,0.005239418,0.0
2,8.46451664,-1.46069098,0.05809734,-0.105665833,-11.0,-0.063260444,-7.0,0.003953739,0.0
3,8.52094746,-1.44399381,0.161207184,-0.10525789099999999,-11.0,-0.065771647,-7.0,0.007736973,0.0
4,8.58300114,-1.57721329,0.140932754,-0.102631778,-11.0,-0.067381971,-7.0,0.006818451999999999,0.0
5,8.49490166,-1.60393441,0.039306052,-0.102408297,-11.0,-0.06508204299999999,-7.0,0.00406235,0.0
6,8.31683922,-1.7348597,-0.014866687,-0.100198865,-11.0,-0.06038947,-7.0,0.001959239,0.0
7,8.47316551,-1.39241016,0.022553571,-0.10787651699999999,-11.0,-0.061669740999999986,-7.0,0.001453465,0.0
8,8.56682777,-1.68868744,0.028725781,-0.100701064,-11.0,-0.066937283,-7.0,0.003560924,0.0
9,8.65108395,-1.30932474,0.129624113,-0.108618528,-11.0,-0.067914262,-7.0,0.0076129380000000005,0.0
10,8.60199451,-1.54628468,-0.042833187,-0.104585335,-11.0,-0.065606535,-7.0,1.5e-05,0.0
92954,8.70007038,-1.33306313,0.068148494,-0.10810218,-11.0,-0.068839952,-7.0,0.004382115,0.0
