,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
0,0,9.58436584,0.043534085,0.596522868,-0.142448515,-15.0,0.008193773,0.0,0.102638438,10.0
1,1,9.591505999999999,0.033942584,0.5619062779999999,-0.146062106,-15.0,0.006325361999999999,0.0,0.10084801199999999,10.0
2,2,9.58537006,0.041874975,0.61281544,-0.14046092300000002,-15.0,0.007553363,0.0,0.10442102,10.0
3,3,9.58604908,0.032714627999999996,0.59233135,-0.142744154,-15.0,0.005776069,0.0,0.10291633800000001,10.0
4,4,9.60415936,0.039904665,0.605574608,-0.140391469,-15.0,0.006484156,0.0,0.106817171,10.0
5,5,9.59288025,0.025603667000000004,0.557950854,-0.146371424,-15.0,0.004470125,0.0,0.101005405,10.0
6,6,9.62553406,0.025140714,0.5393235679999999,-0.146903038,-15.0,0.003529862,0.0,0.104623549,10.0
7,7,9.62483692,0.032671452000000004,0.568525374,-0.143602476,-15.0,0.00455737,0.0,0.10723263,10.0
8,8,9.5942688,0.017253272,0.551819801,-0.146936223,-15.0,0.002643585,0.0,0.100957379,10.0
9,9,9.61925507,0.017878667,0.531609774,-0.148053333,-15.0,0.002244846,0.0,0.103108183,10.0
10,35084,9.62147427,0.020411687,0.553525746,-0.145421982,-15.0,0.002050169,0.0,0.105777837,10.0
0,0,9.6243639,0.012103647,0.557543397,-0.144759685,-15.0,-0.000410396,-1.0,0.107312709,10.0
1,1,9.62014771,0.014798859,0.595577598,-0.14072828,-15.0,-0.00011036,-1.0,0.109243385,10.0
2,2,9.62774754,0.003725968,0.521704912,-0.148693293,-15.0,-0.0015872360000000001,-1.0,0.10451486,10.0
3,3,9.62633419,0.007863762,0.538745224,-0.146814495,-15.0,-0.000998355,-1.0,0.105870545,10.0
4,4,9.61427307,0.0032232690000000004,0.585906982,-0.141902089,-15.0,-0.0031077509999999997,-1.0,0.109216996,10.0
5,5,9.61656189,-0.005031425999999999,0.515351295,-0.149914354,-15.0,-0.003033436,-1.0,0.102353878,10.0
6,6,9.61550713,-0.000969777,0.531199098,-0.148155808,-15.0,-0.002444681,-1.0,0.10364794,10.0
7,7,9.59986782,-0.004840582,0.580290258,-0.14319878800000002,-15.0,-0.004218195,-1.0,0.106502682,10.0
8,8,9.60282993,-0.011962698,0.5514140129999999,-0.14635425800000001,-15.0,-0.005276510999999999,-1.0,0.10431656199999999,10.0
9,9,9.59096432,-0.011269928,0.5943681,-0.141956091,-15.0,-0.005866543,-1.0,0.106871948,10.0
10,10,9.59892845,-0.021133624,0.540913701,-0.14769923699999998,-15.0,-0.0070986680000000016,-1.0,0.103054754,10.0
11,11,9.57870007,-0.018804625,0.606317937,-0.141115844,-15.0,-0.007544559,-1.0,0.106465168,10.0
12,12,9.57992363,-0.027090852999999998,0.579335093,-0.144128501,-15.0,-0.008872338,-1.0,0.104249723,10.0
13,49526,9.58054733,-0.033506811000000004,0.560697198,-0.146215498,-15.0,-0.009957616,-1.0,0.102725774,10.0
