,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
0,100273,9.87844181,0.513611138,0.351397753,0.119324416,11.0,-0.0925951,-10.0,0.004555922,0.0
0,0,9.40737724,0.37911731,0.24435389,0.117049515,11.0,-0.090138979,-10.0,-0.005882096,-1.0
1,1,9.55150032,0.424217999,0.22500927699999998,0.11249212199999999,11.0,-0.09164159699999999,-10.0,-0.005987155,-1.0
2,2,9.81616497,0.490065426,0.334209561,0.112524562,11.0,-0.092315212,-10.0,-0.0005766069999999999,-1.0
3,3,9.94032955,0.392950982,0.22188085300000002,0.119212039,11.0,-0.09744581599999999,-10.0,-0.0046807459999999995,-1.0
4,107460,9.75704479,0.435522944,0.242821604,0.112721309,11.0,-0.093190551,-10.0,-0.005363949,-1.0
