,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
0,0,9.47343254,-1.87103009,-0.8498393890000001,0.041962333,4.0,0.078231052,7.0,0.009895016,0.0
1,1,8.18312168,-2.05008316,-0.911146402,0.047503829,4.0,0.072575294,7.0,0.009250361,0.0
2,2,8.90659904,-2.11232328,-0.915029407,0.046454694000000005,4.0,0.075261861,7.0,0.009390746,0.0
3,3,8.78276253,-2.17168283,-0.737477422,0.040880818,4.0,0.074164167,7.0,0.006915531999999999,0.0
4,4,8.05674744,-2.42762423,-0.739578545,0.048786460999999996,4.0,0.071027011,7.0,0.004056716,0.0
5,5,8.28761101,-2.16461253,-0.8179185390000001,0.043851987,4.0,0.07238729299999999,7.0,0.007868996,0.0
6,6,8.95022964,-2.31289768,-0.7047644259999999,0.043304943,4.0,0.075036198,7.0,0.004779552,0.0
7,7,9.04291153,-2.26111889,-0.758570492,0.049686723,4.0,0.076493137,7.0,0.004781196,0.0
8,8,8.90460014,-2.43278575,-0.606568336,0.047005173,4.0,0.074805513,7.0,0.001861266,0.0
9,45620,8.33038425,-2.49281883,-0.495752722,0.048631713,4.0,0.07155089099999999,7.0,4.34e-05,0.0
0,0,8.88661957,-2.55060148,-0.313327879,0.042282671,4.0,0.07438339299999999,7.0,-0.002525943,-1.0
1,1,8.74948502,-2.61108756,-0.148374766,0.041489951000000004,4.0,0.073549241,7.0,-0.005216487,-1.0
2,2,9.42850399,-2.55354452,-0.217814848,0.041099723,4.0,0.07673137599999999,7.0,-0.004357987,-1.0
3,3,9.68085289,-2.41679406,-0.28552255,0.04119435,4.0,0.078495324,7.0,-0.002558835,-1.0
4,4,8.08238506,-2.69489837,0.053159941,0.043230698,4.0,0.07017417299999999,7.0,-0.008675897,-1.0
5,5,9.71137333,-2.48711181,-0.131846204,0.046205885999999995,4.0,0.07871525,7.0,-0.006553791999999999,-1.0
6,54000,9.49155903,-2.54998899,-0.026387949,0.048183415,4.0,0.07686697,7.0,-0.008650349,-1.0
