,u,v,w,x,x bin,y,y bin,z,z bin
0,10.7257195,0.34354823799999995,0.022843186,0.038592808,3.0,-0.12582533099999998,-13.0,0.006996266,0.0
1,10.709002499999999,0.342996478,0.023240745,0.039402573999999996,3.0,-0.126583487,-13.0,0.00769663,0.0
2,10.7061863,0.347424477,0.017502998999999998,0.039276674,3.0,-0.127115801,-13.0,0.009981211,0.0
3,10.724229800000002,0.31410694100000003,0.024835447000000004,0.037821397,3.0,-0.12806235300000002,-13.0,0.0073582069999999986,0.0
4,10.7496357,0.301097035,0.025847953,0.036454834,3.0,-0.12780620199999998,-13.0,0.00529105,0.0
5,10.752412800000002,0.29466185,0.018696591000000002,0.035238706,3.0,-0.129226446,-13.0,0.009726668,0.0
6,10.8040886,0.283622831,0.023600722,0.033159047000000004,3.0,-0.127050519,-13.0,0.003883677,0.0
7,10.788602800000001,0.258648008,0.01737535,0.031693004,3.0,-0.12937817,-13.0,0.007678756,0.0
8,10.798355099999998,0.26722365600000003,0.023860324,0.032928959,3.0,-0.128408059,-13.0,0.00391361,0.0
125762,10.7830639,0.269440621,0.02748654,0.034314133,3.0,-0.128612161,-13.0,0.002489074,0.0
