,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,11,11,10.2851849,-0.208147496,-0.525790334,0,10.0,0.045970608,4.0,0.11753203,11.0
1,8,8,10.2820683,-0.20350137399999998,-0.517248452,0,10.0,0.046227749000000005,4.0,0.11852188400000001,11.0
2,10,10,10.2885094,-0.215740696,-0.541735053,0,10.0,0.045304965,4.0,0.1157346,11.0
3,13,13,10.2930603,-0.190419018,-0.523319125,0,10.0,0.043003537,4.0,0.119238444,11.0
4,4,4,10.2880268,-0.22693803899999998,-0.591917634,0,10.0,0.041638136,4.0,0.11080280699999999,11.0
5,7,7,10.2715302,-0.217493445,-0.528279543,0,10.0,0.04742863,4.0,0.116406068,11.0
6,6,6,10.2683659,-0.206160873,-0.511229515,0,10.0,0.047550373,4.0,0.118587814,11.0
7,2,2,10.262058300000001,-0.232550919,-0.533944845,0,10.0,0.049505834000000006,4.0,0.114639409,11.0
8,0,0,10.2550087,-0.216355637,-0.507985175,0,10.0,0.049895793,4.0,0.11784601199999999,11.0
9,1,1,10.2531815,-0.205338925,-0.497972459,0,10.0,0.049168702,4.0,0.119472824,11.0
10,12,12,10.274169,-0.195944041,-0.519563198,0,10.0,0.044586140999999996,4.0,0.11882808800000001,11.0
11,9,9,10.2668133,-0.191879362,-0.509457588,0,10.0,0.045170121,4.0,0.119834177,11.0
12,5,5,10.2533455,-0.216388926,-0.521203816,0,10.0,0.048218917,4.0,0.116789125,11.0
13,3,3,10.2427177,-0.226844355,-0.527065337,0,10.0,0.049434107000000005,4.0,0.115355037,11.0
14,14,23703,10.2677841,-0.172927976,-0.521878064,0,10.0,0.040052019,4.0,0.11974553800000001,11.0
