,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,36,10,10,9.2079525,-0.06438072,-0.089610472,-0.170279294,-18.0,-0.015146551,-2.0,0,-1.0
1,35,9,9,9.28960419,-0.044032067,-0.077157483,-0.17800912300000002,-18.0,-0.015101232,-2.0,0,-1.0
2,41,15,15,9.21928215,-0.077217914,-0.08503451199999999,-0.170700133,-18.0,-0.017180808,-2.0,0,-1.0
3,40,14,14,9.30090141,-0.056794215,-0.072621271,-0.178429991,-18.0,-0.01712486,-2.0,0,-1.0
4,44,18,83880,9.23175144,-0.088546574,-0.079709865,-0.171296075,-18.0,-0.019048171000000003,-2.0,0,-1.0
5,43,17,17,9.313344,-0.068056196,-0.067337833,-0.179025963,-18.0,-0.018982882,-2.0,0,-1.0
6,31,5,5,9.2028513,-0.052996218,-0.08874537099999999,-0.17040324199999998,-18.0,-0.01346711,-2.0,0,-1.0
7,30,4,4,9.28453636,-0.032711584,-0.076280914,-0.178133085,-18.0,-0.013431259,-2.0,0,-1.0
8,42,16,16,9.2531786,-0.087916181,-0.06762051599999999,-0.17329053600000002,-18.0,-0.019582782,-2.0,0,-1.0
9,37,11,11,9.23303699,-0.059785015999999996,-0.074849725,-0.17280142,-18.0,-0.015258757,-2.0,0,-1.0
10,39,13,13,9.25049305,-0.074694604,-0.067081802,-0.173685014,-18.0,-0.017745043999999998,-2.0,0,-1.0
11,38,12,12,9.27090549,-0.086602792,-0.056995831,-0.174989134,-18.0,-0.019915436,-2.0,0,-1.0
12,34,8,8,9.26513481,-0.062433042,-0.056752995,-0.17562601,-18.0,-0.016533267,-2.0,0,-1.0
13,33,7,7,9.27471161,-0.07631705700000001,-0.049815115,-0.175906733,-18.0,-0.018626746,-2.0,0,-1.0
