,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,42,10,10,9.04786587,-0.003459911,-0.090810299,-0.161704898,-17.0,-0.003472761,-1.0,0,-1.0
1,36,4,4,9.06725883,0.012510825,-0.09328869,-0.163768485,-17.0,-0.001833569,-1.0,0,-1.0
2,58,26,75225,9.15114212,-0.032570411,-0.093365252,-0.167285442,-17.0,-0.009302173,-1.0,0,-1.0
3,55,23,23,9.04283524,-0.041184183,-0.07800151400000001,-0.161046773,-17.0,-0.0077630059999999985,-1.0,0,-1.0
4,43,11,11,9.046978,-0.008081684,-0.079079762,-0.16183099199999998,-17.0,-0.004141623,-1.0,0,-1.0
5,49,17,17,9.07828712,-0.018072009,-0.074576035,-0.163652301,-17.0,-0.0061018159999999995,-1.0,0,-1.0
6,56,24,24,9.04142284,-0.052507587,-0.061291523,-0.16104728,-17.0,-0.009285259,-1.0,0,-1.0
7,35,3,3,9.02460003,0.008873016,-0.060801315999999994,-0.161776125,-17.0,-0.001673958,-1.0,0,-1.0
8,44,12,12,9.08745766,-0.003432436,-0.063804209,-0.16538882300000002,-17.0,-0.004521094,-1.0,0,-1.0
9,50,18,18,9.11994934,-0.022125881,-0.062711306,-0.166740477,-17.0,-0.007584268000000002,-1.0,0,-1.0
10,37,5,5,9.08536243,0.011372651000000001,-0.061490499000000004,-0.165684313,-17.0,-0.002467997,-1.0,0,-1.0
