,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,34,22,59823,9.41852379,0.284068376,-0.084212154,-0.180564046,-19.0,0.052450903,5.0,0,-1.0
1,32,20,20,9.44476318,0.296943098,-0.064354368,-0.180104971,-19.0,0.057179429,5.0,0,-1.0
2,33,21,21,9.41782188,0.284822941,-0.075460233,-0.180968463,-19.0,0.052387014,5.0,0,-1.0
3,31,19,19,9.49916649,0.273674816,-0.044537824000000004,-0.18638263600000002,-19.0,0.058923416,5.0,0,-1.0
4,29,17,17,9.41842937,0.280131161,-0.070643991,-0.18208107399999998,-19.0,0.051589564000000004,5.0,0,-1.0
5,27,15,15,9.45095825,0.291318297,-0.051756553,-0.18196854,-19.0,0.056716502,5.0,0,-1.0
6,28,16,16,9.42089081,0.295429647,-0.06261798,-0.18001908100000005,-19.0,0.054347057,5.0,0,-1.0
7,30,18,18,9.49158669,0.281250447,-0.040617928,-0.185328975,-19.0,0.059871312,5.0,0,-1.0
8,25,13,13,9.41729927,0.27850315,-0.063367613,-0.182217002,-19.0,0.051325876,5.0,0,-1.0
9,26,14,14,9.50460339,0.264421016,-0.035706669,-0.18874608,-19.0,0.05830749900000001,5.0,0,-1.0
10,24,12,12,9.41750717,0.295372307,-0.057394147,-0.180290863,-19.0,0.053905528,5.0,0,-1.0
11,22,10,10,9.41661358,0.28005901,-0.055193067,-0.181964576,-19.0,0.051602796,5.0,0,-1.0
