,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,10,10,10.0953951,1.10903931,0.6905055640000001,0.031699315,3.0,-0.08355415599999999,-9.0,0,0.0
1,11,90562,9.96387196,1.19429374,0.707071185,0.037184142,3.0,-0.086190768,-9.0,0,0.0
2,6,6,10.4490013,1.26212883,0.580798745,0.033095077,3.0,-0.08490479,-9.0,0,0.0
3,5,5,10.5072412,1.21355176,0.555181861,0.030819679,3.0,-0.08413817,-9.0,0,0.0
4,2,2,9.0880785,1.5136223999999998,0.822581351,0.039468475,3.0,-0.080435008,-9.0,0,0.0
5,7,7,10.2068615,1.2587476999999998,0.586392581,0.036312006,3.0,-0.08615370800000001,-9.0,0,0.0
6,3,3,9.73378563,1.41546702,0.692496955,0.035875242,3.0,-0.081965283,-9.0,0,0.0
7,4,4,9.48898506,1.44335651,0.72656101,0.038282592,3.0,-0.08224195200000001,-9.0,0,0.0
8,9,9,10.8021002,1.08488691,0.406410366,0.033125326000000004,3.0,-0.089455798,-9.0,0,0.0
9,8,8,10.885355,1.16361368,0.392487675,0.031761095,3.0,-0.087870553,-9.0,0,0.0
10,0,0,9.53217411,1.53530741,0.687498748,0.037220605,3.0,-0.080757313,-9.0,0,0.0
11,1,1,10.859720199999998,1.33278728,0.436831504,0.030240182,3.0,-0.084246025,-9.0,0,0.0
