,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,4,4,9.90617085,-0.52236563,-0.030276928,-0.126704603,-13.0,-0.14290154,-15.0,0,0.0
1,6,6,9.9184866,-0.504182279,-0.02664022,-0.126602173,-13.0,-0.145019025,-15.0,0,0.0
2,0,0,9.89192772,-0.544442952,-0.030637106,-0.12682697199999998,-13.0,-0.140335694,-15.0,0,0.0
3,9,140241,9.94320011,-0.46765640399999997,-0.019478586000000003,-0.126396596,-13.0,-0.149272323,-15.0,0,0.0
4,8,8,9.93171501,-0.486453235,-0.016236613,-0.126494676,-13.0,-0.14709349,-15.0,0,0.0
5,1,1,9.89743423,-0.538325191,-0.021783122999999998,-0.126783058,-13.0,-0.141059399,-15.0,0,0.0
6,7,7,9.92470932,-0.504629135,-0.011086512,-0.125749052,-13.0,-0.14523559800000002,-15.0,0,0.0
7,5,5,9.91726494,-0.516510129,-0.00999072,-0.125815362,-13.0,-0.143856078,-15.0,0,0.0
8,2,2,9.89496517,-0.544932485,-0.011804163,-0.12680921,-13.0,-0.140305817,-15.0,0,0.0
9,3,3,9.90831661,-0.531404436,-0.0064551159999999995,-0.12589640900000001,-13.0,-0.142129704,-15.0,0,0.0
