,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,10,5,53983,7.83000183,-1.18425477,0.396318793,0.177844152,17.0,0.042810034,4.0,0,-1.0
1,9,4,4,8.17152596,-1.22161317,0.18855522600000002,0.176195994,17.0,0.047582977,4.0,0,-1.0
2,8,3,3,7.70814133,-1.09162521,0.153439254,0.17909240699999998,17.0,0.047438502,4.0,0,-1.0
