,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,36,30,30,9.82318115,-0.715721726,-0.089022934,-0.11509797,-12.0,-0.12330228800000001,-13.0,0,-1.0
1,26,20,20,9.80922508,-0.722670257,-0.08821360800000001,-0.115213096,-12.0,-0.12106473,-13.0,0,-1.0
2,40,34,34,9.84687901,-0.688575387,-0.08426578300000001,-0.11489173800000001,-12.0,-0.127265543,-13.0,0,-1.0
3,29,23,23,9.81614876,-0.718784869,-0.08563026800000001,-0.115157306,-12.0,-0.122109562,-13.0,0,-1.0
4,39,33,33,9.83769989,-0.703039825,-0.083517194,-0.114976227,-12.0,-0.125584304,-13.0,0,-1.0
5,35,29,29,9.82927513,-0.711448133,-0.080865905,-0.115050524,-12.0,-0.124092631,-13.0,0,-1.0
6,41,35,136623,9.85641384,-0.676364183,-0.074861556,-0.114810199,-12.0,-0.128699064,-13.0,0,-1.0
7,17,11,11,9.80598736,-0.722208083,-0.07693141,-0.115290046,-12.0,-0.120329566,-13.0,0,-1.0
8,28,22,22,9.82104111,-0.7150485520000001,-0.076980829,-0.115119874,-12.0,-0.12269792,-13.0,0,-1.0
9,37,31,31,9.84549713,-0.69357723,-0.073878743,-0.114912242,-12.0,-0.126698017,-13.0,0,-1.0
10,20,14,14,9.81336689,-0.718501568,-0.074013636,-0.115184188,-12.0,-0.12141200199999999,-13.0,0,-1.0
11,34,28,28,9.83572865,-0.707020998,-0.072919421,-0.11500024800000001,-12.0,-0.124945,-13.0,0,-1.0
12,38,32,32,9.85401917,-0.681977451,-0.067956716,-0.11483761699999999,-12.0,-0.128055573,-13.0,0,-1.0
13,27,21,21,9.82671547,-0.711027682,-0.069121763,-0.115076154,-12.0,-0.123428158,-13.0,0,-1.0
14,19,13,13,9.81861401,-0.714533925,-0.065034613,-0.115144312,-12.0,-0.122049786,-13.0,0,-1.0
15,31,25,25,9.84353065,-0.69941169,-0.06378513599999999,-0.114937454,-12.0,-0.126033381,-13.0,0,-1.0
16,12,6,6,9.81189728,-0.71666038,-0.060673654,-0.115265936,-12.0,-0.120923944,-13.0,0,-1.0
17,25,19,19,9.83300972,-0.706686556,-0.06122036700000001,-0.115027398,-12.0,-0.124256007,-13.0,0,-1.0
