,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,17,8,8,8.77864647,-1.39748812,-0.19970430399999997,-0.11011719699999999,-12.0,-0.064590238,-7.0,0,-1.0
1,21,12,12,8.90245152,-1.09806633,-0.155584067,-0.116701081,-12.0,-0.065645151,-7.0,0,-1.0
2,16,7,7,8.83259201,-1.02374387,-0.138792455,-0.119837508,-12.0,-0.061493922,-7.0,0,-1.0
3,22,13,100162,8.94455338,-1.21400857,-0.160471007,-0.112879157,-12.0,-0.068612084,-7.0,0,-1.0
4,15,6,6,8.58720779,-1.38681138,-0.14198683199999998,-0.110075645,-12.0,-0.060418852,-7.0,0,-1.0
5,19,10,10,8.83873558,-1.31754863,-0.13538408300000002,-0.111045666,-12.0,-0.06711313099999999,-7.0,0,-1.0
6,18,9,9,8.93108368,-1.05685091,-0.105302989,-0.117871724,-12.0,-0.066200115,-7.0,0,-1.0
7,13,4,4,8.78006744,-1.10083747,-0.09192939900000001,-0.116828233,-12.0,-0.062874891,-7.0,0,-1.0
8,20,11,11,8.9401722,-1.17268443,-0.105119832,-0.113990009,-12.0,-0.069089674,-7.0,0,-1.0
9,12,3,3,8.73812199,-1.09367645,-0.081917778,-0.117370166,-12.0,-0.061344862,-7.0,0,-1.0
