,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,30,5,5,9.48514938,0.322073758,-0.056430403,-0.177692994,-18.0,0.067998,6.0,0,-1.0
1,44,19,19,9.4040556,0.349205136,-0.069304302,-0.17010884,-18.0,0.061782289,6.0,0,-1.0
2,42,17,17,9.4770546,0.312846601,-0.05493658,-0.178849548,-18.0,0.064187042,6.0,0,-1.0
3,47,22,22,9.40629864,0.34063398799999994,-0.068759084,-0.17164756399999995,-18.0,0.060557108,6.0,0,-1.0
4,38,13,13,9.43242359,0.351258159,-0.05799822900000001,-0.171189487,-18.0,0.065723158,6.0,0,-1.0
5,27,2,2,9.47624207,0.33155170100000003,-0.051288102,-0.176419258,-18.0,0.069313414,6.0,0,-1.0
6,31,6,6,9.49021435,0.314734519,-0.04806152,-0.17972067,-18.0,0.067775637,6.0,0,-1.0
7,46,21,21,9.40244484,0.34871149100000004,-0.057514809000000014,-0.17089863100000002,-18.0,0.061368335,6.0,0,-1.0
8,48,23,59737,9.40853405,0.338818401,-0.053009518,-0.172983035,-18.0,0.06027649,6.0,0,-1.0
9,36,11,11,9.43387794,0.34817338,-0.047470804000000005,-0.172647387,-18.0,0.066149801,6.0,0,-1.0
10,45,20,20,9.39517021,0.35210484299999995,-0.050772000000000005,-0.170602888,-18.0,0.061077627999999995,6.0,0,-1.0
11,28,3,3,9.48511505,0.319437563,-0.040014047,-0.179557458,-18.0,0.068808101,6.0,0,-1.0
12,37,12,12,9.44417095,0.335726917,-0.04111021,-0.175447345,-18.0,0.065368727,6.0,0,-1.0
