,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,15,7,7,9.44930363,0.08456461900000001,-0.040987756,-0.191489935,-20.0,0.014657501000000003,1.0,0,-1.0
1,16,8,8,9.44986343,0.077964589,-0.037880175,-0.191779554,-20.0,0.01323826,1.0,0,-1.0
2,19,11,60781,9.46052265,0.063447245,-0.034916855,-0.19409512,-20.0,0.010212371,1.0,0,-1.0
3,17,9,9,9.46387196,0.070653513,-0.03389727,-0.194032729,-20.0,0.011908069,1.0,0,-1.0
4,13,5,5,9.46674252,0.086416885,-0.032237701,-0.19334732,-20.0,0.016274035,1.0,0,-1.0
5,11,3,3,9.46635246,0.090551205,-0.031976178,-0.193207815,-20.0,0.017649306,1.0,0,-1.0
6,18,10,10,9.49256134,0.06591735,-0.024991425,-0.19866257899999998,-20.0,0.011052363999999999,1.0,0,-1.0
7,14,6,6,9.49520111,0.076317169,-0.023585482,-0.198360234,-20.0,0.014176855,1.0,0,-1.0
8,12,4,4,9.49915981,0.080520868,-0.021585653,-0.19873571399999998,-20.0,0.015882889,1.0,0,-1.0
9,9,1,1,9.49692917,0.090625256,-0.020471631,-0.19780148600000005,-20.0,0.019325813,1.0,0,-1.0
