,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,32,17,17,6.11308575,-1.42822921,-0.587308168,-0.095624849,-10.0,-0.027291795,-3.0,0,-1.0
1,31,16,16,6.02265263,-1.34741926,-0.558587909,-0.09608782800000001,-10.0,-0.024683127000000003,-3.0,0,-1.0
2,33,18,18,6.3300581,-1.40732002,-0.540320039,-0.09701442,-10.0,-0.028652206,-3.0,0,-1.0
3,29,14,14,5.9929780999999975,-1.24078834,-0.500987411,-0.096603856,-10.0,-0.02245089,-3.0,0,-1.0
4,34,19,85892,6.57699013,-1.32301545,-0.44331944,-0.099588141,-10.0,-0.028876098,-3.0,0,-1.0
5,28,13,13,6.15752983,-1.30218911,-0.4494634870000001,-0.097373165,-10.0,-0.024860969,-3.0,0,-1.0
6,25,10,10,5.55780935,-1.41150188,-0.413152635,-0.09137883,-10.0,-0.02221822,-3.0,0,-1.0
7,30,15,15,6.2407732000000005,-1.39142323,-0.457974136,-0.096929729,-10.0,-0.027650148,-3.0,0,-1.0
8,24,9,9,6.09741449,-1.09782159,-0.361014366,-0.098225609,-10.0,-0.020736653,-3.0,0,-1.0
9,23,8,8,5.62105227,-1.57403588,-0.40422236899999997,-0.090447217,-10.0,-0.02510236,-3.0,0,-1.0
10,22,7,7,6.15890408,-1.23178923,-0.318597615,-0.097896412,-10.0,-0.023308408,-3.0,0,-1.0
11,27,12,12,6.02592993,-1.44745362,-0.387718558,-0.09442006800000001,-10.0,-0.027125804,-3.0,0,-1.0
12,20,5,5,6.04255056,-1.09167278,-0.276067674,-0.097743914,-10.0,-0.020063564,-3.0,0,-1.0
