,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,42,22,55416,11.6184473,-0.675908983,-0.051058572,0.011690584,1.0,0.08757165800000001,8.0,0,-1.0
1,41,21,21,11.657573699999999,-0.770854354,-0.07401435099999999,0.01304869,1.0,0.088836297,8.0,0,-1.0
2,34,14,14,11.348720599999998,-0.629040122,-0.017334568999999998,0.010575861,1.0,0.081846722,8.0,0,-1.0
3,40,20,20,11.6843719,-0.914444387,-0.121152222,0.015124217,1.0,0.089527972,8.0,0,-1.0
4,33,13,13,11.253043199999999,-1.30423498,-0.038908042000000004,0.018623311,1.0,0.082341738,8.0,0,-1.0
5,31,11,11,11.159452400000001,-1.29973125,-0.026438691,0.018346895,1.0,0.08032711599999999,8.0,0,-1.0
6,35,15,15,11.506893199999999,-0.666101694,-0.058822099,0.011440193000000001,1.0,0.08441154699999999,8.0,0,-1.0
7,30,10,10,11.4765244,-1.08582926,-0.117764883,0.016861089,1.0,0.08588790199999999,8.0,0,-1.0
8,37,17,17,11.6807966,-0.789260805,-0.11554031099999999,0.013553296000000001,1.0,0.088252015,8.0,0,-1.0
9,38,18,18,11.728857,-0.544203758,-0.08588750699999999,0.010455713,1.0,0.08774969,8.0,0,-1.0
10,39,19,19,11.628252,-1.16759837,-0.174711585,0.018929415,1.0,0.089695305,8.0,0,-1.0
