,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,13,13,8.89632607,0.194004893,-0.033101372000000004,-0.153120667,-16.0,0.016435472,1.0,0,0.0
1,16,16,8.88775635,0.17409096699999999,-0.02853068,-0.153148443,-16.0,0.014333503000000001,1.0,0,0.0
2,18,56452,8.87408066,0.141245246,-0.020838078,-0.153212234,-16.0,0.010885578,1.0,0,0.0
3,17,17,8.87718964,0.151549831,-0.015463611,-0.15318419,-16.0,0.012196214,1.0,0,0.0
4,8,8,8.90017509,0.20798692100000002,-0.02139128,-0.153089315,-16.0,0.018352700000000003,1.0,0,0.0
5,14,14,8.88262081,0.16695483,-0.011672413000000001,-0.153151885,-16.0,0.014035023999999998,1.0,0,0.0
6,10,10,8.89107037,0.188877076,-0.010863548,-0.153111577,-16.0,0.016517696999999998,1.0,0,0.0
7,15,15,8.87909889,0.163862213,0.006417871,-0.153154969,-16.0,0.014232853,1.0,0,0.0
8,9,9,8.88383389,0.176243335,0.0065741540000000005,-0.153129414,-16.0,0.015623687,1.0,0,0.0
9,2,2,8.90361309,0.220509946,0.007254205,-0.15304148199999998,-16.0,0.019781876,1.0,0,0.0
10,4,4,8.89019203,0.19384200899999998,0.011759253999999998,-0.153082997,-16.0,0.017590613999999997,1.0,0,0.0
11,11,11,8.87902641,0.168546736,0.020528913,-0.153140828,-16.0,0.015180167,1.0,0,0.0
12,3,3,8.89571953,0.205853581,0.046495374000000006,-0.153054148,-16.0,0.018402701,1.0,0,0.0
13,6,6,8.88189697,0.17767168600000002,0.047323205,-0.153110623,-16.0,0.016115418,1.0,0,0.0
14,5,5,8.88918304,0.192718357,0.054058623,-0.153078794,-16.0,0.017302742,1.0,0,0.0
15,7,7,8.87545109,0.164720833,0.054488611,-0.15313479300000002,-16.0,0.015032112,1.0,0,0.0
16,12,12,8.89162445,0.112067148,0.05857867,-0.154716045,-16.0,0.011173521,1.0,0,0.0
17,0,0,8.90472126,0.225158453,0.0827315,-0.153007269,-16.0,0.019796098,1.0,0,0.0
18,1,1,8.89132404,0.197785437,0.08093676,-0.153062552,-16.0,0.017586587,1.0,0,0.0
