,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,45,20,20,10.6605911,2.40559864,-0.29203119899999996,-0.042506807,-5.0,0.091955341,9.0,0,-1.0
1,31,6,6,10.806385,1.92082834,-0.224632919,-0.040999547000000004,-5.0,0.09925729,9.0,0,-1.0
2,28,3,3,10.4165382,2.03455448,-0.21307286600000008,-0.049835257,-5.0,0.098751769,9.0,0,-1.0
3,41,16,16,10.534422900000001,2.31237221,-0.24979399100000002,-0.044517811,-5.0,0.09370899199999999,9.0,0,-1.0
4,33,8,8,10.782175099999998,2.02485847,-0.219990611,-0.040828607999999995,-5.0,0.09784539800000001,9.0,0,-1.0
5,32,7,7,10.3682804,2.18872976,-0.215047225,-0.048849672,-5.0,0.096248098,9.0,0,-1.0
6,34,9,9,10.4452457,2.11741805,-0.184033424,-0.04697891,-5.0,0.097394198,9.0,0,-1.0
7,46,21,21,10.5965261,2.45635676,-0.210625812,-0.043359332,-5.0,0.091928631,9.0,0,-1.0
8,38,13,13,10.7943001,2.13852215,-0.170215964,-0.040523991,-5.0,0.096615866,9.0,0,-1.0
9,50,25,44720,10.6942129,2.53776836,-0.198543951,-0.04234957,-5.0,0.090780608,9.0,0,-1.0
10,35,10,10,10.3002405,2.24402332,-0.170454711,-0.049857609000000004,-5.0,0.096155763,9.0,0,-1.0
11,39,14,14,10.2639055,2.4100287000000002,-0.17694734,-0.048283484,-5.0,0.09329138699999999,9.0,0,-1.0
