,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,52,16,16,9.48983574,0.292590529,-0.05339736900000002,-0.18245244,-19.0,0.061362851,6.0,0,-1.0
1,54,18,59719,9.49361038,0.284516096,-0.051070023,-0.183990523,-19.0,0.060148694,6.0,0,-1.0
2,47,11,11,9.51061058,0.292111605,-0.051338337000000005,-0.183538347,-19.0,0.065303601,6.0,0,-1.0
3,42,6,6,9.50098515,0.302654058,-0.048659012,-0.18185845,-19.0,0.066539258,6.0,0,-1.0
4,51,15,15,9.47935581,0.30383139800000003,-0.048709683,-0.180817842,-19.0,0.062808812,6.0,0,-1.0
5,50,14,14,9.51915169,0.277940899,-0.045465834,-0.186475664,-19.0,0.063695222,6.0,0,-1.0
6,53,17,17,9.48550034,0.291164458,-0.045008674000000005,-0.183244109,-19.0,0.060949965999999994,6.0,0,-1.0
7,48,12,12,9.5150671,0.282349885,-0.042310122,-0.185954422,-19.0,0.064388566,6.0,0,-1.0
8,43,7,7,9.51212978,0.28901362399999997,-0.040859129,-0.184996396,-19.0,0.065734334,6.0,0,-1.0
9,44,8,8,9.52251816,0.276571929,-0.034527939,-0.187796876,-19.0,0.064969905,6.0,0,-1.0
