,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,25,21,21,8.38054085,1.50253236,-0.210056365,-0.107196115,-11.0,0.055980478,5.0,0,-1.0
1,26,22,59808,8.45304203,1.59804583,-0.187034667,-0.105054528,-11.0,0.059139606,5.0,0,-1.0
2,22,18,18,8.33776379,1.43657815,-0.18012625,-0.109017968,-11.0,0.053972192,5.0,0,-1.0
3,24,20,20,8.31860638,1.74162972,-0.188569039,-0.101096705,-11.0,0.05917039900000001,5.0,0,-1.0
4,23,19,19,8.43491745,1.56180668,-0.151167005,-0.10621464300000001,-11.0,0.058160123,5.0,0,-1.0
5,17,13,13,7.97909164,1.67675364,-0.226350188,-0.10260529800000001,-11.0,0.051961683,5.0,0,-1.0
6,16,12,12,8.2028923,1.42842937,-0.195324481,-0.108344845,-11.0,0.050857622000000005,5.0,0,-1.0
7,21,17,17,8.22679329,1.49392104,-0.19495818,-0.106621325,-11.0,0.052449699999999995,5.0,0,-1.0
8,19,15,15,8.3712883,1.46370327,-0.133918703,-0.10874632699999999,-11.0,0.055165578,5.0,0,-1.0
9,20,16,16,8.43022251,1.53686547,-0.107988931,-0.107180424,-11.0,0.057662688,5.0,0,-1.0
10,18,14,14,8.32260227,1.41743529,-0.107934117,-0.10994532,-11.0,0.05334563900000002,5.0,0,-1.0
11,14,10,10,8.43318748,1.55414593,-0.070891343,-0.106947474,-11.0,0.058018893,5.0,0,-1.0
12,15,11,11,8.01460457,1.70169151,-0.146613523,-0.10229784300000001,-11.0,0.052942172,5.0,0,-1.0
13,12,8,8,7.85712767,1.71731007,-0.163051188,-0.102149099,-11.0,0.050655443,5.0,0,-1.0
14,13,9,9,8.34972191,1.45277095,-0.067456953,-0.10936366,-11.0,0.054529503,5.0,0,-1.0
