,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,37,16,16,9.30917645,2.13619804,-0.22025223100000002,-0.08082214,-9.0,0.083896019,8.0,0,-1.0
1,36,15,15,9.21242332,1.91076696,-0.224669799,-0.087706164,-9.0,0.082389645,8.0,0,-1.0
2,38,17,17,9.1769371,1.95075214,-0.198401228,-0.086922489,-9.0,0.08123377,8.0,0,-1.0
3,42,21,44575,9.19067574,2.07670379,-0.17862764,-0.083632261,-9.0,0.080959007,8.0,0,-1.0
4,32,11,11,9.29920769,2.0001936,-0.191298723,-0.084115654,-9.0,0.084405854,8.0,0,-1.0
5,24,3,3,9.37295246,1.75098264,-0.16456030300000002,-0.089714795,-9.0,0.08775983,8.0,0,-1.0
6,33,12,12,9.26709557,2.04967475,-0.15560406400000001,-0.083401166,-9.0,0.08336246,8.0,0,-1.0
7,39,18,18,9.15447235,1.89358926,-0.144866437,-0.088564992,-9.0,0.081138559,8.0,0,-1.0
8,28,7,7,9.43951607,2.00274634,-0.143443674,-0.081173241,-9.0,0.086960815,8.0,0,-1.0
9,29,8,8,9.27419662,1.90301621,-0.1379067,-0.086706929,-9.0,0.084465101,8.0,0,-1.0
