,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,31,19,19,9.37765598,-0.083100393,-0.054786656,-0.183762074,-19.0,-0.02302023,-3.0,0,-1.0
1,35,23,23,9.42308235,-0.089269802,-0.043123897,-0.187366366,-19.0,-0.025260901,-3.0,0,-1.0
2,36,24,24,9.42012978,-0.09875975599999999,-0.042067669,-0.18672080300000002,-19.0,-0.026403898,-3.0,0,-1.0
3,37,25,88111,9.39757824,-0.123835348,-0.0422066,-0.183771417,-19.0,-0.028953409,-3.0,0,-1.0
4,24,12,12,9.33948517,-0.08290176099999999,-0.052910872000000005,-0.18074517,-19.0,-0.021696329,-3.0,0,-1.0
5,29,17,17,9.36587906,-0.087160856,-0.046374787,-0.182803839,-19.0,-0.023089133,-3.0,0,-1.0
6,32,20,20,9.38855171,-0.106469639,-0.035537716000000004,-0.183969259,-19.0,-0.026304692,-3.0,0,-1.0
7,30,18,18,9.40474033,-0.083875224,-0.033965834,-0.186324611,-19.0,-0.023856515,-3.0,0,-1.0
8,33,21,21,9.41461563,-0.11291191,-0.026038464,-0.18596282600000005,-19.0,-0.027949272,-3.0,0,-1.0
9,23,11,11,9.40498543,-0.071361676,-0.030701757000000007,-0.186977729,-19.0,-0.022187585,-3.0,0,-1.0
10,34,22,22,9.39227867,-0.13345953800000002,-0.023430253999999998,-0.183291748,-19.0,-0.029885927000000007,-3.0,0,-1.0
11,25,13,13,9.42932987,-0.086919516,-0.019856382,-0.188447535,-19.0,-0.024964755,-3.0,0,-1.0
