,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,25,18,18,10.1156521,-2.05907512,-0.111484297,0.057818644,5.0,0.08201094,8.0,0,-1.0
1,22,15,15,10.6314163,-1.77027893,-0.137538284,0.050525744000000004,5.0,0.08852548199999999,8.0,0,-1.0
2,27,20,57586,10.4707403,-1.96259642,-0.111013323,0.050818283,5.0,0.085903719,8.0,0,-1.0
3,20,13,13,9.88828468,-2.2898984000000002,-0.073376089,0.052674078,5.0,0.08015877,8.0,0,-1.0
4,10,3,3,10.6429605,-1.6749058999999995,-0.194772631,0.053543419,5.0,0.089920335,8.0,0,-1.0
5,16,9,9,10.598089199999999,-1.73115695,-0.212762848,0.054527059,5.0,0.088921174,8.0,0,-1.0
6,26,19,19,10.470953,-1.93489206,-0.169475347,0.050342597,5.0,0.08664844199999999,8.0,0,-1.0
7,23,16,16,10.4958868,-1.84632742,-0.242004469,0.057142951,5.0,0.086863741,8.0,0,-1.0
8,15,8,8,10.6198616,-1.71884274,-0.255688161,0.05292723,5.0,0.089305118,8.0,0,-1.0
9,19,12,12,9.80196667,-2.15779352,-0.220933825,0.059647009,5.0,0.080036007,8.0,0,-1.0
10,21,14,14,10.5443497,-1.8371768,-0.256944239,0.051443677,5.0,0.087801948,8.0,0,-1.0
11,17,10,10,10.2851315,-2.14454913,-0.207709163,0.050480299000000006,5.0,0.083965413,8.0,0,-1.0
