,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,0,0,11.2884064,-0.041765064,0.037540875,0.010071134,1.0,-0.111075729,-12.0,0,0.0
1,1,1,11.2953396,0.021160767,0.046028391,0.01233577,1.0,-0.110885009,-12.0,0,0.0
2,2,2,11.2468071,-0.031986877000000004,0.033165161,0.010587543,1.0,-0.11257267,-12.0,0,0.0
3,3,3,11.1944647,0.192521915,0.04863337400000002,0.019393336,1.0,-0.113003992,-12.0,0,0.0
4,4,112247,11.1406984,0.103160575,0.031256132,0.016295808999999998,1.0,-0.11504080900000001,-12.0,0,0.0
