,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,24,20,59756,8.65830231,1.67489886,-0.199857146,-0.103435062,-11.0,0.066532582,6.0,0,-1.0
1,22,18,18,8.70372486,1.72194588,-0.185755342,-0.100051671,-11.0,0.06896209,6.0,0,-1.0
2,21,17,17,8.50757885,1.66202056,-0.12466073800000001,-0.103962645,-11.0,0.061400070999999994,6.0,0,-1.0
3,20,16,16,8.60645199,1.61480427,-0.128239304,-0.105586842,-11.0,0.063646026,6.0,0,-1.0
4,23,19,19,8.67865562,1.68331695,-0.165482178,-0.102287889,-11.0,0.067640878,6.0,0,-1.0
5,16,12,12,8.53740406,1.71156824,-0.111777894,-0.102662452,-11.0,0.06329245900000001,6.0,0,-1.0
6,18,14,14,8.69347668,1.66040242,-0.146830842,-0.102960773,-11.0,0.067940652,6.0,0,-1.0
7,19,15,15,8.65606499,1.60515904,-0.130798966,-0.105788536,-11.0,0.06559382400000001,6.0,0,-1.0
8,17,13,13,8.49034595,1.65541494,-0.088775978,-0.104282603,-11.0,0.060921788,6.0,0,-1.0
9,15,11,11,8.55959129,1.74190223,-0.095353685,-0.101081505,-11.0,0.064974368,6.0,0,-1.0
10,14,10,10,8.62155437,1.56746554,-0.07799004799999999,-0.107153125,-11.0,0.063804217,6.0,0,-1.0
11,5,1,1,8.83282185,1.46222556,-0.148639485,-0.10996458699999999,-11.0,0.069577031,6.0,0,-1.0
