,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,u,v,w,x,x bin,y,y bin,z,z bin
0,36,24,24,7.95542479,-0.519756675,-0.159166157,-0.122342721,-13.0,-0.020640584,-3.0,0,-1.0
1,35,23,23,8.14539146,-0.441915631,-0.155543774,-0.127710819,-13.0,-0.02031979,-3.0,0,-1.0
2,39,27,88103,8.24360561,-0.585799754,-0.136408508,-0.127071232,-13.0,-0.028373057,-3.0,0,-1.0
3,33,21,21,8.01778984,-0.563915014,-0.118938863,-0.123914331,-13.0,-0.023494361,-3.0,0,-1.0
4,32,20,20,8.20890236,-0.485001177,-0.115976132,-0.12930925199999999,-13.0,-0.023145457999999997,-3.0,0,-1.0
5,31,19,19,8.00265884,-0.512758255,-0.123795681,-0.124218836,-13.0,-0.021128606,-3.0,0,-1.0
6,30,18,18,8.1937952,-0.434636772,-0.120660819,-0.12960647,-13.0,-0.020813296000000002,-3.0,0,-1.0
7,37,25,25,8.09565639,-0.568300605,-0.109173976,-0.125763968,-13.0,-0.024884408,-3.0,0,-1.0
8,38,26,26,8.13243675,-0.566879272,-0.085270941,-0.126712427,-13.0,-0.025608218999999998,-3.0,0,-1.0
9,24,12,12,8.0401783,-0.504599571,-0.09195949099999999,-0.12582472,-13.0,-0.021414102999999997,-3.0,0,-1.0
10,29,17,17,8.09902859,-0.540061831,-0.06773067299999999,-0.127110615,-13.0,-0.023827428,-3.0,0,-1.0
11,34,22,22,8.14706326,-0.5846819879999999,-0.051113757999999995,-0.126825899,-13.0,-0.02694536,-3.0,0,-1.0
12,19,7,7,8.02467346,-0.475595862,-0.064453095,-0.126477093,-13.0,-0.020014329,-3.0,0,-1.0
