,u,v,w,x,x bin,y,y bin,z,z bin
0,8.39806652,-0.098612301,-2.1238029,-0.092319958,-10.0,-0.003061936,-1.0,-0.06262137,-7.0
1,8.49898148,-0.064653933,-2.18385077,-0.091337591,-10.0,-0.0017431920000000002,-1.0,-0.064980507,-7.0
2,8.47106075,-0.12805941699999998,-1.99990153,-0.095250599,-10.0,-0.0046884940000000005,-1.0,-0.062822633,-7.0
3,8.59877586,-0.11926528800000001,-2.26142192,-0.090126261,-10.0,-0.003206545,-1.0,-0.066950828,-7.0
4,8.46680069,-0.213838831,-1.90593171,-0.097772777,-10.0,-0.008356752,-1.0,-0.061521418,-7.0
5,8.56637096,-0.171554983,-1.98487353,-0.095816679,-10.0,-0.006083676999999999,-1.0,-0.06414011900000001,-7.0
6,8.69398308,-0.142092675,-1.86076784,-0.098473661,-10.0,-0.005452949,-1.0,-0.065676555,-7.0
7,8.67416096,-0.188443705,-2.12031841,-0.092886463,-10.0,-0.005559066,-1.0,-0.06695766,-7.0
8,8.60683441,-0.256984502,-1.99703538,-0.095969297,-10.0,-0.008961114000000001,-1.0,-0.064422868,-7.0
9,8.75378609,-0.155707151,-1.85949183,-0.09822676300000001,-10.0,-0.005900644,-1.0,-0.067185044,-7.0
10,8.75848866,-0.213134527,-2.15132332,-0.092328161,-10.0,-0.006024580999999999,-1.0,-0.06853635599999999,-7.0
11,8.71254921,-0.250608981,-1.87599254,-0.098222517,-10.0,-0.009340165,-1.0,-0.066125557,-7.0
12,8.71969032,-0.31012097,-2.16772842,-0.092348337,-10.0,-0.009529108,-1.0,-0.06748897599999999,-7.0
13,8.848019599999997,-0.05858648900000001,-1.72683287,-0.099847756,-10.0,-0.0032733379999999998,-1.0,-0.06983792,-7.0
14,8.77351665,-0.246363789,-1.88085926,-0.097393677,-10.0,-0.009221032,-1.0,-0.068354622,-7.0
104161,8.78053761,-0.306080192,-2.17410946,-0.091491133,-10.0,-0.009406784,-1.0,-0.069718897,-7.0
