,u,v,w,x,x bin,y,y bin,z,z bin
0,8.57444096,1.3949095,-1.17799664,-0.097675495,-10.0,0.048336092,4.0,-0.047738273,-5.0
1,8.52447319,1.43645644,-1.1614058,-0.09789142,-10.0,0.049301028,4.0,-0.045177747000000004,-5.0
2,8.53799057,1.3164295,-1.18715525,-0.09932299,-10.0,0.045995366,4.0,-0.047638945,-5.0
3,8.49767208,1.38596976,-1.13650203,-0.09981991400000001,-10.0,0.04765185,4.0,-0.044335563,-5.0
4,8.36373615,1.45943546,-1.16827917,-0.099131815,-10.0,0.047088295,4.0,-0.04067988,-5.0
5,8.50317097,1.23676443,-1.24215746,-0.099744037,-10.0,0.04359953900000002,4.0,-0.048701752,-5.0
6,8.35262203,1.40466547,-1.25974083,-0.097848855,-10.0,0.045102295,4.0,-0.04328797400000002,-5.0
7,8.31422615,1.40683055,-1.29006279,-0.097437963,-10.0,0.044470377,4.0,-0.042932831,-5.0
8,8.39715767,1.23020172,-1.35133231,-0.098166883,-10.0,0.041387025,4.0,-0.048521217,-5.0
9,8.362450599999999,1.34542572,-1.33444977,-0.096857131,-10.0,0.043399232999999995,4.0,-0.046109039000000004,-5.0
10,8.28029346,1.35295308,-1.57600629,-0.092182286,-10.0,0.040404767,4.0,-0.046287712,-5.0
80174,8.36102295,1.31273985,-1.60674739,-0.09152405,-10.0,0.04016164,4.0,-0.048589103,-5.0
