,u,v,w,x,x bin,y,y bin,z,z bin
0,8.39546108,-1.85103178,0.528718472,-0.097788513,-10.0,-0.060730062,-7.0,0.018675689,1.0
1,8.29200554,-2.07242823,0.456961095,-0.09255529900000001,-10.0,-0.06024285400000001,-7.0,0.013050481000000001,1.0
2,8.51873207,-1.82017994,0.5026861429999999,-0.098109648,-10.0,-0.064198114,-7.0,0.017725332,1.0
3,8.56231594,-1.94523787,0.55255872,-0.092539825,-10.0,-0.065426305,-7.0,0.018069511,1.0
4,8.31665802,-2.14719701,0.37834534,-0.091232747,-10.0,-0.060850319000000014,-7.0,0.01080539,1.0
5,8.3452034,-1.8202343,0.38722658200000004,-0.09758766699999999,-10.0,-0.061499182,-7.0,0.012143941,1.0
6,8.41272736,-1.82556999,0.384708107,-0.097422645,-10.0,-0.063225426,-7.0,0.012110653,1.0
7,8.47077656,-2.05540538,0.41914492799999997,-0.091891952,-10.0,-0.064497344,-7.0,0.012374015,1.0
8,8.63705826,-1.75266385,0.495477498,-0.098327585,-10.0,-0.06656627400000001,-7.0,0.018554924,1.0
9,8.59672832,-1.85504413,0.480766594,-0.09542702900000001,-10.0,-0.067029178,-7.0,0.015711974,1.0
10,8.62907982,-2.04643488,0.386332721,-0.090230607,-10.0,-0.067959324,-7.0,0.011883537,1.0
88312,8.63275814,-1.69687915,0.329468429,-0.099843808,-10.0,-0.068786874,-7.0,0.011284623,1.0
