,u,v,w,x,x bin,y,y bin,z,z bin
0,6.45078182,0.515663028,1.1884973,-0.099237077,-10.0,0.008908936,0.0,0.026142968,2.0
1,6.26753616,0.55633378,1.11081266,-0.09915521,-10.0,0.009509347,0.0,0.023511017000000002,2.0
2,6.270289900000001,0.313973188,1.41007948,-0.096827,-10.0,0.003957335,0.0,0.026163142,2.0
3,6.01349163,0.562739789,1.08380747,-0.09732750800000001,-10.0,0.008757181999999999,0.0,0.02115407,2.0
4,6.49305439,0.15912377800000002,1.57281208,-0.097341426,-10.0,0.001136809,0.0,0.029323159,2.0
5,5.96425056,0.418041259,1.3824445,-0.095087245,-10.0,0.00563292,0.0,0.02346869,2.0
6,6.21479511,0.303495854,1.27381682,-0.097311556,-10.0,0.0032770340000000003,0.0,0.024164898,2.0
7,5.99984932,0.37226069,1.20302653,-0.096395262,-10.0,0.004240924,0.0,0.021709977000000002,2.0
8,5.99226475,0.147380024,1.42001987,-0.094962567,-10.0,0.000835335,0.0,0.023420926,2.0
50155,5.85169125,0.280553102,1.24594223,-0.095081344,-10.0,0.003040797,0.0,0.020744514,2.0
