,u,v,w,x,x bin,y,y bin,z,z bin
0,8.98733711,0.000444823,-1.82822621,-0.096295632,-10.0,-0.000480132,-1.0,-0.07498499,-8.0
1,8.95225239,-0.038128205,-1.80550969,-0.097089008,-10.0,-0.002065104,-1.0,-0.073797591,-8.0
2,8.89967918,-0.048202392,-1.77104354,-0.098379552,-10.0,-0.002627952,-1.0,-0.07181453,-8.0
3,9.12571716,-0.035688072,-1.92473984,-0.090526938,-10.0,-0.002235677,-1.0,-0.078551568,-8.0
4,9.02709866,-0.096301176,-1.81830502,-0.095814869,-10.0,-0.00428091,-1.0,-0.07682288400000001,-8.0
5,8.98272419,-0.12279385300000001,-1.78036129,-0.097041018,-10.0,-0.005503425,-1.0,-0.075199664,-8.0
6,9.03582668,-0.147911638,-1.99698377,-0.0906533,-10.0,-0.005599626999999999,-1.0,-0.076539837,-8.0
7,8.92006683,-0.129862249,-1.76512349,-0.098086491,-10.0,-0.005801873000000001,-1.0,-0.072890528,-8.0
8,8.86711502,-0.141182542,-1.73083591,-0.099375725,-10.0,-0.0064103630000000005,-1.0,-0.070899449,-8.0
9,9.13699722,-0.10951647199999999,-1.79759037,-0.09354645800000001,-10.0,-0.005618185,-1.0,-0.079659671,-8.0
10,9.07732964,-0.166987419,-1.81158626,-0.094647378,-10.0,-0.007310585,-1.0,-0.07844656700000001,-8.0
11,9.0018549,-0.202972725,-1.79868567,-0.09629490199999999,-10.0,-0.008446277,-1.0,-0.07629393,-8.0
12,8.93588638,-0.214756235,-1.76738036,-0.097683802,-10.0,-0.009034627,-1.0,-0.07383675099999999,-8.0
108833,8.88298416,-0.22357690300000002,-1.72343838,-0.09916497,-10.0,-0.009617058000000001,-1.0,-0.071808793,-8.0
