,u,v,w,x,x bin,y,y bin,z,z bin
0,7.53028154,1.26638412,1.22476196,-0.099512205,-10.0,0.031899571,3.0,0.029953197,2.0
1,7.59796381,1.54823756,1.13571668,-0.09711106900000001,-10.0,0.038540892,3.0,0.027786232999999997,2.0
2,7.21463633,1.53633988,1.33639801,-0.09592171,-10.0,0.034931662999999995,3.0,0.02703988,2.0
3,7.16243935,1.44861925,1.3358115,-0.096945986,-10.0,0.032700632,3.0,0.0268248,2.0
4,7.19368267,1.36722946,1.35922277,-0.097494729,-10.0,0.030904876,3.0,0.02822507,2.0
5,7.41283417,1.60090649,1.03718388,-0.097240657,-10.0,0.037977617000000005,3.0,0.02381493,2.0
6,7.06790018,1.75880456,1.08208871,-0.094745792,-10.0,0.036231216,3.0,0.022151331,2.0
7,6.78716373,1.84354258,1.41846251,-0.091094494,-10.0,0.034885775,3.0,0.024786454,2.0
8,7.05788326,1.37330806,1.26142895,-0.098467775,-10.0,0.030333605,3.0,0.024750873,2.0
37503,7.0484333,1.87479019,1.05276489,-0.093378536,-10.0,0.03817112,3.0,0.020932231000000003,2.0
