,u,v,w,x,x bin,y,y bin,z,z bin
0,10.0644302,-0.286265671,-0.604487717,-0.097180754,-10.0,-0.061583683,-7.0,-0.131304145,-14.0
1,10.0598745,-0.295945108,-0.6015483739999999,-0.097193062,-10.0,-0.06391543200000001,-7.0,-0.130827218,-14.0
2,10.0573235,-0.301129937,-0.594620764,-0.097206429,-10.0,-0.066099703,-7.0,-0.130036458,-14.0
3,10.1102343,-0.269735724,-0.602996051,-0.090788677,-10.0,-0.061619796,-7.0,-0.133596778,-14.0
4,10.0667143,-0.284911484,-0.590058029,-0.097134352,-10.0,-0.06369371,-7.0,-0.132849962,-14.0
5,10.063443199999998,-0.292044401,-0.58110553,-0.097141936,-10.0,-0.06658268,-7.0,-0.13213382699999998,-14.0
6,10.1224213,-0.248424947,-0.587223947,-0.090684593,-10.0,-0.060185894,-7.0,-0.136171252,-14.0
7,10.1129494,-0.266682029,-0.591914952,-0.09075138,-10.0,-0.062858649,-7.0,-0.13487289800000002,-14.0
8,10.0627079,-0.27804327,-0.569267631,-0.098603144,-10.0,-0.06515833,-7.0,-0.13396576,-14.0
150753,10.124279,-0.246342599,-0.579659581,-0.090658277,-10.0,-0.061032381,-7.0,-0.137042463,-14.0
