,u,v,w,x,x bin,y,y bin,z,z bin
0,10.164816900000002,0.259972185,-0.35504871600000004,-0.095422193,-10.0,0.098813698,9.0,-0.142078415,-15.0
1,10.1653509,0.253659427,-0.347964734,-0.095383138,-10.0,0.099055462,9.0,-0.144183666,-15.0
2,10.164052,0.262742072,-0.363202006,-0.09545409699999999,-10.0,0.09692055,9.0,-0.141798943,-15.0
3,10.1633339,0.26619795,-0.369919121,-0.095501036,-10.0,0.095560037,9.0,-0.14083570199999998,-15.0
4,10.164777800000001,0.252823025,-0.35041853799999995,-0.09539568400000001,-10.0,0.096967593,9.0,-0.144188836,-15.0
5,10.1654243,0.244625986,-0.338677406,-0.095384151,-10.0,0.097693645,9.0,-0.146216124,-15.0
6,10.163169900000002,0.25353068100000004,-0.35981768399999997,-0.09543287800000001,-10.0,0.09417586800000001,9.0,-0.143687069,-15.0
7,10.1645374,0.249286696,-0.34878495299999995,-0.095408797,-10.0,0.095220499,9.0,-0.144854024,-15.0
8,10.1618519,0.260823011,-0.37324243799999995,-0.09549903900000001,-10.0,0.093341984,9.0,-0.141802937,-15.0
9,10.1536121,0.262759537,-0.386416763,-0.096411482,-10.0,0.091235519,9.0,-0.140643656,-15.0
10,10.1644487,0.238635197,-0.33813086200000003,-0.095406368,-10.0,0.09484753,9.0,-0.14733892699999998,-15.0
11,10.1660795,0.240900949,-0.33111196800000003,-0.095378131,-10.0,0.099341877,9.0,-0.147258207,-15.0
12,10.1657162,0.234316945,-0.32676479199999997,-0.095386297,-10.0,0.096915923,9.0,-0.148606315,-15.0
13,10.1610384,0.250005692,-0.368106246,-0.095456436,-10.0,0.091858491,9.0,-0.144153163,-15.0
14,10.1623259,0.24296106399999998,-0.35429537299999997,-0.095426306,-10.0,0.09282930199999999,9.0,-0.14598839,-15.0
15,10.1598225,0.25625264600000003,-0.380079091,-0.095514715,-10.0,0.091057099,9.0,-0.142524958,-15.0
16,10.163502699999999,0.228815287,-0.33364886,-0.09541323800000001,-10.0,0.09347997599999999,9.0,-0.149454579,-15.0
17,10.1619005,0.230074525,-0.343856305,-0.095427781,-10.0,0.091876306,9.0,-0.148899198,-15.0
18,10.1663847,0.230918378,-0.319575578,-0.095374271,-10.0,0.098590799,9.0,-0.149574593,-15.0
19,10.1599836,0.24036026,-0.364790052,-0.095446914,-10.0,0.09030965,9.0,-0.146204188,-15.0
110989,10.1607819,0.23275873100000002,-0.35277575299999997,-0.095438391,-10.0,0.090829119,9.0,-0.148093939,-15.0
