,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
12,87962,8.06585884,1.28788245,0.935827315,0.038007319,3.0,-0.07768967,-8.0,0.000662727,0.0
6,6,7.72351503,1.21819329,0.65898633,0.030364964,3.0,-0.072825313,-8.0,0.001253417,0.0
9,9,8.47594738,1.26874757,0.7179229859999999,0.03221482,3.0,-0.076179527,-8.0,0.00146888,0.0
7,7,6.36572647,1.34963059,1.09082353,0.039771274,3.0,-0.071100414,-8.0,0.002460032,0.0
10,10,8.71526432,1.47086132,0.842386603,0.036835335,3.0,-0.07771782599999999,-8.0,0.00331717,0.0
8,8,7.42667484,1.45069337,0.961085021,0.037813641,3.0,-0.07321538799999999,-8.0,0.003682646,0.0
3,3,7.85443497,1.62068737,0.8942276840000001,0.03707457,3.0,-0.072730139,-8.0,0.006205906999999999,0.0
4,4,8.02092266,1.68871915,0.910905957,0.039047249,3.0,-0.073890604,-8.0,0.00684208,0.0
5,5,9.26644516,1.51496387,0.693018496,0.033835523,3.0,-0.07773909,-8.0,0.0070132319999999995,0.0
11,11,9.41021919,1.52222252,0.704577565,0.035782244,3.0,-0.079444088,-8.0,0.0075718780000000015,0.0
2,2,8.90578079,1.65451789,0.740738392,0.035934862000000005,3.0,-0.076049455,-8.0,0.009276679,0.0
0,0,8.08053684,1.78723061,0.810401499,0.035209164,3.0,-0.070777036,-8.0,0.009707272,0.0
1,1,8.89211369,1.65436387,0.6612443920000001,0.031580687,3.0,-0.073355772,-8.0,0.009871271,0.0
