,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
36,30,30,9.82318115,-0.715721726,-0.089022934,-0.11509797,-12.0,-0.123302288,-13.0,-0.009577194,-1.0
26,20,20,9.80922508,-0.722670257,-0.08821360800000001,-0.115213096,-12.0,-0.12106473,-13.0,-0.009559904,-1.0
40,34,34,9.84687901,-0.688575387,-0.08426578300000001,-0.114891738,-12.0,-0.127265543,-13.0,-0.009238658,-1.0
29,23,23,9.81614876,-0.718784869,-0.08563026800000001,-0.115157306,-12.0,-0.12210956199999999,-13.0,-0.009114538,-1.0
39,33,33,9.83769989,-0.703039825,-0.083517194,-0.11497622699999999,-12.0,-0.125584304,-13.0,-0.008806761,-1.0
35,29,29,9.82927513,-0.711448133,-0.080865905,-0.115050524,-12.0,-0.124092631,-13.0,-0.00829054,-1.0
41,35,136623,9.85641384,-0.676364183,-0.074861556,-0.114810199,-12.0,-0.128699064,-13.0,-0.007971638,-1.0
17,11,11,9.80598736,-0.722208083,-0.07693141,-0.115290046,-12.0,-0.120329566,-13.0,-0.007865153,-1.0
28,22,22,9.82104111,-0.7150485520000001,-0.076980829,-0.115119874,-12.0,-0.12269792,-13.0,-0.007762117,-1.0
37,31,31,9.84549713,-0.69357723,-0.073878743,-0.114912242,-12.0,-0.126698017,-13.0,-0.007442214,-1.0
20,14,14,9.81336689,-0.718501568,-0.074013636,-0.115184188,-12.0,-0.121412002,-13.0,-0.00736906,-1.0
34,28,28,9.83572865,-0.707020998,-0.072919421,-0.115000248,-12.0,-0.124945,-13.0,-0.007033159000000001,-1.0
38,32,32,9.85401917,-0.681977451,-0.067956716,-0.114837617,-12.0,-0.128055573,-13.0,-0.006728272,-1.0
27,21,21,9.82671547,-0.711027682,-0.069121763,-0.115076154,-12.0,-0.12342815800000001,-13.0,-0.006523935,-1.0
19,13,13,9.81861401,-0.714533925,-0.065034613,-0.115144312,-12.0,-0.122049786,-13.0,-0.005963800000000001,-1.0
31,25,25,9.84353065,-0.69941169,-0.06378513599999999,-0.11493745400000001,-12.0,-0.126033381,-13.0,-0.005675775,-1.0
12,6,6,9.81189728,-0.71666038,-0.060673654,-0.115265936,-12.0,-0.120923944,-13.0,-0.005346536999999999,-1.0
25,19,19,9.83300972,-0.706686556,-0.06122036700000001,-0.115027398,-12.0,-0.12425600699999999,-13.0,-0.005274614,-1.0
