,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
9,9,9.36231804,0.22597113300000002,-0.017859239,-0.180200815,-19.0,0.041052412,4.0,0.000260651,0.0
7,7,9.41977406,0.259964496,-0.012025151999999999,-0.183359414,-19.0,0.049558952999999996,4.0,0.000689965,0.0
10,48599,9.43436241,0.218438283,-0.004499995,-0.187901065,-19.0,0.044977941,4.0,0.001388056,0.0
6,6,9.42607594,0.241093129,-0.003165494,-0.185065031,-19.0,0.047211081,4.0,0.001966628,0.0
5,5,9.39190865,0.206968889,-0.00217395,-0.18434985,-19.0,0.040488668,4.0,0.0021225239999999998,0.0
8,8,9.39338303,0.224566251,0.000878694,-0.182841972,-19.0,0.042679861,4.0,0.002841425,0.0
2,2,9.42925739,0.245698228,0.002541188,-0.184665695,-19.0,0.047758088,4.0,0.00298722,0.0
4,4,9.39694595,0.210793406,0.003608353,-0.18420285,-19.0,0.041061852,4.0,0.003127717,0.0
3,3,9.39870262,0.22881791,0.006998346999999999,-0.18266812,-19.0,0.043311521,4.0,0.003907681,0.0
1,1,9.45801258,0.22255620399999998,0.012230678,-0.18899464600000002,-19.0,0.046384905,4.0,0.004120952,0.0
0,0,9.41345978,0.220872596,0.022193514,-0.183949709,-19.0,0.04264662,4.0,0.006330134,0.0
