,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
2,2,9.55198574,0.3727684020000001,-0.014660821000000001,-0.168726966,-17.0,0.086166188,8.0,0.000515607,0.0
3,3,9.52858543,0.378678143,-0.015101583,-0.167293996,-17.0,0.08390078,8.0,0.000730592,0.0
6,6,9.49924374,0.395048261,-0.020171247,-0.165112764,-17.0,0.081506245,8.0,0.0013205810000000001,0.0
0,0,9.56011581,0.4058033820000001,-0.020546224,-0.164416105,-17.0,0.089656413,8.0,0.0016155920000000001,0.0
5,5,9.50134945,0.43904978,-0.009644281,-0.161721855,-17.0,0.08391261900000001,8.0,0.002554492,0.0
1,1,9.5286808,0.431586921,-0.00993858,-0.162468433,-17.0,0.086997196,8.0,0.002631837,0.0
7,32571,9.47278214,0.434222698,-0.008752481999999999,-0.162013739,-17.0,0.08017374599999999,8.0,0.002645179,0.0
4,4,9.51447296,0.440858245,-0.008172061,-0.16168505,-17.0,0.08564524400000001,8.0,0.0027438090000000003,0.0
