,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
3,3,10.8444719,-0.877754688,-0.1574049,0.049422587999999996,4.0,0.10994935800000001,10.0,6.96e-05,0.0
8,8,11.0156975,-1.04487932,-0.274345338,0.045777939,4.0,0.1035491,10.0,0.00208075,0.0
2,2,10.939542800000002,-0.8131582140000001,-0.16352704199999998,0.045700498,4.0,0.109966561,10.0,0.00210532,0.0
6,6,11.0797853,-0.968741477,-0.255800366,0.043140188,4.0,0.104325369,10.0,0.0023971070000000003,0.0
10,32605,11.0172539,-1.15989542,-0.354455113,0.046996173,4.0,0.100330628,10.0,0.005194881,0.0
4,4,11.1005993,-0.968424201,-0.288969189,0.041903846,4.0,0.103951663,10.0,0.005939956,0.0
9,9,10.9546509,-1.09864986,-0.334594816,0.048997898,4.0,0.101723731,10.0,0.006749454,0.0
5,5,11.0282516,-1.02434528,-0.306557417,0.04399845,4.0,0.103765175,10.0,0.007863805,0.0
7,7,10.976539599999999,-1.07416391,-0.334106505,0.047309026,4.0,0.10227862,10.0,0.008431332,0.0
1,1,11.013102499999999,-0.862502098,-0.23901429800000001,0.042616695,4.0,0.10768483599999999,10.0,0.008770845,0.0
0,0,10.8524256,-0.8539677859999999,-0.216464847,0.048065145,4.0,0.109327972,10.0,0.009752786,0.0
