,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
35,14,14,7.44150019,1.81358981,-0.304874152,-0.100486644,-11.0,0.046148848,4.0,-0.009113186,-1.0
31,10,10,7.411740299999999,1.58392954,-0.332940847,-0.104657009,-11.0,0.040428843,4.0,-0.009107864,-1.0
30,9,9,7.31100082,1.83712542,-0.316156626,-0.10017195300000001,-11.0,0.044493403,4.0,-0.009055875,-1.0
34,13,13,7.95404625,1.36789429,-0.28998759399999996,-0.108227536,-11.0,0.044536844000000006,4.0,-0.008812298,-1.0
36,15,56128,7.84345722,1.62572908,-0.254688531,-0.103642575,-11.0,0.048533768,4.0,-0.008191636,-1.0
33,12,12,8.037635799999999,1.53372526,-0.230686069,-0.105189852,-11.0,0.049657498,4.0,-0.007749659,-1.0
32,11,11,7.89624977,1.59915411,-0.18921116,-0.10423883099999999,-11.0,0.048651919,4.0,-0.0058839059999999995,-1.0
29,8,8,7.98730707,1.33570921,-0.203688458,-0.109428145,-11.0,0.044445377,4.0,-0.005839881,-1.0
27,6,6,7.35079479,1.71746516,-0.217515171,-0.102307975,-11.0,0.042312991,4.0,-0.005607664,-1.0
26,5,5,7.90787601,1.29136503,-0.16598314,-0.10988488800000001,-11.0,0.042367563,4.0,-0.0051394809999999996,-1.0
