,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
36,22,57632,8.53827572,3.21495056,-0.516800821,-0.07087533900000001,-8.0,0.068684161,6.0,-0.00943721,-1.0
32,18,18,7.95549393,3.47241759,-0.633693278,-0.072131783,-8.0,0.060646914,6.0,-0.009345015,-1.0
34,20,20,8.17856503,3.21396041,-0.48117724100000003,-0.07424964,-8.0,0.065204613,6.0,-0.008625945,-1.0
35,21,21,8.35002327,3.17704105,-0.399087071,-0.073276065,-8.0,0.067536339,6.0,-0.007830363,-1.0
33,19,19,7.97551537,3.24169803,-0.404453844,-0.075722307,-8.0,0.063313186,6.0,-0.007270876,-1.0
29,15,15,8.35374451,3.19220066,-0.291194379,-0.073038481,-8.0,0.06795612,6.0,-0.006296996,-1.0
31,17,17,8.19712067,3.46559,-0.383082509,-0.070085943,-8.0,0.064245857,6.0,-0.006184964,-1.0
30,16,16,7.75320578,3.21930933,-0.261159956,-0.078967542,-8.0,0.060521632,6.0,-0.00582858,-1.0
28,14,14,7.96113729,3.19816756,-0.278277159,-0.076599032,-8.0,0.06399922799999999,6.0,-0.005733662,-1.0
25,11,11,7.99182224,3.47154808,-0.322443575,-0.071922168,-8.0,0.062397312,6.0,-0.005143989,-1.0
