,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
11,11,7.64144087,-2.23797274,0.013259328999999999,-0.093181759,-10.0,-0.05087439,-6.0,0.001830021,0.0
16,88220,8.22480774,-2.0624547,0.03215915,-0.093709618,-10.0,-0.058293566,-6.0,0.002154175,0.0
15,15,8.14774036,-2.01387239,0.02841413,-0.09474383300000001,-10.0,-0.05630865,-6.0,0.0021643229999999997,0.0
12,12,7.96048927,-1.79234052,0.013243921,-0.099311113,-10.0,-0.051421505,-6.0,0.002343644,0.0
13,13,7.90024185,-2.08281064,0.036001563,-0.094425485,-10.0,-0.052617375,-6.0,0.002358677,0.0
14,14,8.07278252,-1.96803653,0.041648008,-0.095686503,-10.0,-0.054387528,-6.0,0.002601737,0.0
5,5,7.91663218,-1.76425624,0.089589,-0.099727675,-10.0,-0.050368127,-6.0,0.004395907,0.0
6,6,7.77106237,-2.17138958,0.118253961,-0.093436763,-10.0,-0.051952723,-6.0,0.00447906,0.0
9,9,8.19661522,-2.0683074,0.16361998,-0.093346015,-10.0,-0.057645191,-6.0,0.0054814040000000005,0.0
7,7,8.04160309,-1.98695087,0.157702774,-0.095102489,-10.0,-0.053657945,-6.0,0.005488631999999999,0.0
8,8,8.12281513,-2.03412771,0.168727815,-0.09407644,-10.0,-0.055752333,-6.0,0.005672648000000001,0.0
10,10,8.25491524,-2.02752185,0.181283876,-0.094050519,-10.0,-0.059134416,-6.0,0.006112172,0.0
2,2,7.99479246,-1.91779029,0.222919017,-0.096365035,-10.0,-0.052478258,-6.0,0.007355725,0.0
3,3,8.10907745,-1.82579732,0.235249653,-0.098028719,-10.0,-0.055382416,-6.0,0.008061291,0.0
0,0,7.69616747,-2.17485285,0.26109755,-0.093457595,-10.0,-0.051140897000000005,-6.0,0.00823252,0.0
1,1,7.92841148,-2.17741394,0.318310887,-0.09218201,-10.0,-0.054260224,-6.0,0.00941153,0.0
4,4,8.24416828,-2.09544253,0.320536971,-0.092438318,-10.0,-0.058952477,-6.0,0.00944467,0.0
