,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
13,13,10.647956800000001,2.35161257,0.047965884,-0.044701323,-5.0,0.094350435,9.0,0.001130203,0.0
16,16,10.5192099,2.49811363,0.040961947,-0.04672771,-5.0,0.092134655,9.0,0.001395259,0.0
14,14,10.7880821,2.45220351,0.091487825,-0.042658329,-5.0,0.093650512,9.0,0.002346935,0.0
17,17,10.933560400000001,2.539011,0.109693617,-0.040402897,-5.0,0.092979088,9.0,0.002776085,0.0
3,3,10.8173685,2.02833533,0.105629846,-0.042551987,-5.0,0.099342689,9.0,0.00397071,0.0
9,9,10.871032699999999,2.32495832,0.137562513,-0.042053815,-5.0,0.095443383,9.0,0.003971419,0.0
5,5,10.6087112,2.06276679,0.146811917,-0.04785767900000002,-5.0,0.097016558,9.0,0.00452129,0.0
23,23,10.646773300000001,2.62677383,0.141877681,-0.045940653,-5.0,0.09080573199999999,9.0,0.004720018,0.0
10,10,10.4727097,2.46568823,0.133783251,-0.049407966,-5.0,0.091882572,9.0,0.004815845,0.0
11,11,10.9261408,2.48679495,0.162120566,-0.041105665,-5.0,0.093802914,9.0,0.004930867,0.0
15,15,10.9599743,2.54058099,0.167502627,-0.040389682999999996,-5.0,0.093408592,9.0,0.005237102,0.0
6,6,10.7140102,2.14475608,0.156377524,-0.045557797,-5.0,0.096922003,9.0,0.005399601,0.0
21,21,10.526947,2.57633567,0.156927794,-0.048594736,-5.0,0.09076947,9.0,0.00557353,0.0
24,44647,10.8430548,2.67224574,0.182012454,-0.042876281,-5.0,0.091000997,9.0,0.00559912,0.0
22,22,10.9195566,2.58438706,0.185791776,-0.041560978,-5.0,0.092461258,9.0,0.005686054,0.0
7,7,10.520375300000001,2.13389611,0.178102404,-0.049979892000000005,-5.0,0.095670663,9.0,0.005964336,0.0
2,2,10.6367702,1.98158288,0.156293735,-0.047057413,-5.0,0.098782264,9.0,0.006182624,0.0
8,8,10.7936325,2.36066699,0.186597586,-0.044136368,-5.0,0.094763637,9.0,0.006553781999999999,0.0
4,4,10.6400604,2.06509113,0.183033049,-0.047210187,-5.0,0.097883076,9.0,0.007495066,0.0
20,20,10.9260368,2.71414518,0.232937932,-0.0417585,-5.0,0.091194511,9.0,0.008211094,0.0
12,12,10.6479702,2.42511487,0.240400046,-0.048077181,-5.0,0.092761554,9.0,0.008239032,0.0
18,18,10.8409719,2.52530813,0.225272506,-0.043387629,-5.0,0.093253143,9.0,0.008547616999999999,0.0
19,19,10.774903300000002,2.58412766,0.2484532,-0.045267861,-5.0,0.091796435,9.0,0.008869234,0.0
1,1,10.8830013,2.16563702,0.175518855,-0.041218877,-5.0,0.09918598099999999,9.0,0.009138664,0.0
0,0,10.5694227,1.98669028,0.20986402,-0.048780389,-5.0,0.098869354,9.0,0.009637306,0.0
