,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
30,14,14,9.60240746,-2.6681962,0.048263405,0.038971111,3.0,0.077216797,7.0,-0.008958229,-1.0
26,10,10,9.61415958,-2.39678407,0.048164941,0.032306895,3.0,0.07330136,7.0,-0.008731439,-1.0
25,9,9,9.18701839,-2.6542902,-0.009312756,0.039093143999999996,3.0,0.07536602,7.0,-0.007564033,-1.0
29,13,13,10.1109104,-2.47865129,0.010908842,0.036332801,3.0,0.079228945,7.0,-0.007391135,-1.0
28,12,12,9.73293495,-2.49091721,-0.016754024,0.035870582000000005,3.0,0.07713902,7.0,-0.006802712,-1.0
31,15,51956,8.43860626,-2.63816738,0.017003506,0.036909446,3.0,0.070611067,7.0,-0.0067160580000000004,-1.0
27,11,11,9.250181199999998,-2.39610481,-0.048701495,0.032515626,3.0,0.072740533,7.0,-0.006079539,-1.0
19,3,3,8.78183651,-2.6211257000000003,-0.080314182,0.038327456,3.0,0.073544927,7.0,-0.005647696,-1.0
18,2,2,9.78431988,-2.28869915,-0.052071162,0.031533774,3.0,0.075339034,7.0,-0.005596694,-1.0
21,5,5,8.75166512,-2.60827494,-0.07273802900000001,0.036895841,3.0,0.073008917,7.0,-0.0054327740000000005,-1.0
17,1,1,9.65822887,-2.35446787,-0.072432749,0.033049498,3.0,0.075822868,7.0,-0.005111142,-1.0
