,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
12,12,12,9.92827415,-0.566720545,-0.068401068,-0.114181042,-12.0,-0.141302362,-15.0,-0.009626933,-1.0
17,17,17,9.94360542,-0.544307351,-0.063196808,-0.114046156,-12.0,-0.143925101,-15.0,-0.009238336,-1.0
18,18,18,9.96311378,-0.5157272820000001,-0.057072386,-0.113878563,-12.0,-0.147221655,-15.0,-0.008934828,-1.0
13,13,13,9.93244839,-0.561785758,-0.061749227000000004,-0.114136338,-12.0,-0.142039359,-15.0,-0.00829232,-1.0
19,19,142211,9.97434235,-0.49948400299999995,-0.05162311,-0.11376905400000001,-12.0,-0.149278045,-15.0,-0.008023589,-1.0
14,14,14,9.94824314,-0.538768291,-0.05618123,-0.113998324,-12.0,-0.144723311,-15.0,-0.007879656,-1.0
15,15,15,9.96147346,-0.520364881,-0.048338674000000005,-0.113884687,-12.0,-0.146873996,-15.0,-0.006998418,-1.0
8,8,8,9.93610287,-0.55882144,-0.051905058,-0.11410971,-12.0,-0.142397791,-15.0,-0.006755203,-1.0
9,9,9,9.94803619,-0.542201161,-0.044906378,-0.114006951,-12.0,-0.144340023,-15.0,-0.005973076,-1.0
3,3,3,9.92586994,-0.575705826,-0.048369333,-0.114203125,-12.0,-0.140439764,-15.0,-0.005819094,-1.0
10,10,10,9.96354675,-0.520064414,-0.03774507,-0.113872454,-12.0,-0.14692381,-15.0,-0.00528251,-1.0
16,16,16,9.97684193,-0.500357091,-0.034255665,-0.113755763,-12.0,-0.14921993,-15.0,-0.005136882,-1.0
4,4,4,9.9374485,-0.559558153,-0.041662328,-0.114103377,-12.0,-0.142326653,-15.0,-0.005074275,-1.0
