,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
21,9,9,10.5333252,0.178857952,0.039257102,0.04882206,4.0,-0.142335653,-15.0,-0.00921141,-1.0
26,14,14,10.5246334,0.15316854400000002,0.039534177999999996,0.048864782,4.0,-0.144756407,-15.0,-0.009166273,-1.0
32,20,140227,10.5184145,0.138751641,0.040562965,0.048893809,4.0,-0.14645239699999998,-15.0,-0.008375967,-1.0
15,3,3,10.5399742,0.201347888,0.040763535,0.048787600999999986,4.0,-0.140495658,-15.0,-0.008069098,-1.0
28,16,16,10.5218334,0.150682643,0.043061927,0.048879013,4.0,-0.145551205,-15.0,-0.006797271999999999,-1.0
27,15,15,10.5272884,0.167728722,0.043427128,0.048853219,4.0,-0.144033194,-15.0,-0.006456611,-1.0
29,17,17,10.5149603,0.136216417,0.043518681,0.048909828,4.0,-0.147381976,-15.0,-0.006197352,-1.0
22,10,10,10.5311108,0.18038936,0.044135448,0.048833005,4.0,-0.142974854,-15.0,-0.005907821,-1.0
20,8,8,10.534919699999998,0.19301289300000002,0.044848005999999996,0.048812880999999995,4.0,-0.141920626,-15.0,-0.005356383,-1.0
30,18,18,10.5082521,0.132588238,0.043093212,0.04893674,4.0,-0.148976415,-15.0,-0.005331904,-1.0
14,2,2,10.540295599999999,0.205005094,0.04475474,0.04860696900000002,4.0,-0.140728042,-15.0,-0.0053087030000000006,-1.0
