,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,11,11,8.90158272,0.008061381,0.227967858,-0.155753359,-16.0,0,0.0,0.026048763,2.0
1,16,45961,8.91533756,0.0071512469999999995,0.170666963,-0.15987432,-16.0,0,0.0,0.020858076,2.0
2,14,14,8.9218502,0.0066774930000000005,0.183886975,-0.159646541,-16.0,0,0.0,0.023837484,2.0
3,15,15,8.82400322,0.005933705,0.240256399,-0.151627511,-16.0,0,0.0,0.024029343,2.0
4,13,13,8.85540199,0.015394493,0.198116004,-0.155325025,-16.0,0,0.0,0.022532135,2.0
5,9,9,8.91814137,0.018399641,0.19575873,-0.15850803300000002,-16.0,0,0.0,0.024305524,2.0
6,10,10,8.80003166,0.020269726000000002,0.254789442,-0.150498763,-16.0,0,0.0,0.024509392999999997,2.0
7,6,6,8.90565968,0.029984612,0.230209991,-0.155833274,-16.0,0,0.0,0.026591707000000003,2.0
8,12,12,8.84640884,0.018999632,0.188882083,-0.155205578,-16.0,0,0.0,0.021206364,2.0
9,4,4,8.94252586,0.035328176,0.218360558,-0.158098385,-16.0,0,0.0,0.026498905,2.0
10,7,7,8.93300343,0.036399044,0.16813571800000002,-0.159790814,-16.0,0,0.0,0.020421006,2.0
11,8,8,8.79614162,0.080403499,0.20580649399999998,-0.151155323,-16.0,0,0.0,0.020603238,2.0
12,1,1,8.97211838,0.045075424,0.208656102,-0.159751847,-16.0,0,0.0,0.026166471,2.0
13,5,5,8.82982635,0.081929095,0.209137842,-0.15247517800000002,-16.0,0,0.0,0.021694075,2.0
14,2,2,8.88594437,0.070126385,0.20354948899999997,-0.155448884,-16.0,0,0.0,0.022708403,2.0
15,3,3,8.90037823,0.079867311,0.185294092,-0.156961247,-16.0,0,0.0,0.021426659,2.0
16,0,0,8.95793438,0.059513181,0.192052305,-0.159440845,-16.0,0,0.0,0.023600735,2.0
