,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,2,2,10.527585,0.060853019,-1.30417085,0.035742365,3.0,0,0.0,0.089189604,8.0
1,9,32015,10.3353024,0.045139872000000004,-1.43226218,0.033923701,3.0,0,0.0,0.082522012,8.0
2,4,4,10.7133694,0.032678012,-1.23945856,0.030522998,3.0,0,0.0,0.085447639,8.0
3,3,3,10.1822433,0.04429584,-1.46914399,0.038370147,3.0,0,0.0,0.08574225,8.0
4,7,7,10.4882221,0.03344528,-1.34631109,0.032868125,3.0,0,0.0,0.084145941,8.0
5,5,5,10.4754772,0.007616746999999998,-1.37790847,0.034615044,3.0,0,0.0,0.084233604,8.0
6,0,0,10.4340858,-0.006479417,-1.40739036,0.039894603,3.0,0,0.0,0.088276804,8.0
7,8,8,10.2277441,-0.02301087,-1.52904427,0.033529639,3.0,0,0.0,0.080049045,8.0
8,6,6,10.6281376,-0.031184172000000007,-1.37944484,0.030429183,3.0,0,0.0,0.082340308,8.0
9,1,1,10.412717800000001,-0.021227719,-1.44278574,0.039085966,3.0,0,0.0,0.08588302099999999,8.0
