,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
3,3,10.1167994,-1.46447921,0.239070952,0.100888796,10.0,0.079796717,7.0,-0.025495036,-3.0
6,6,9.97012329,-1.58335185,0.151855335,0.100982204,10.0,0.077211849,7.0,-0.022085419,-3.0
5,5,10.0469141,-1.59798455,0.405739814,0.103577912,10.0,0.07109703099999999,7.0,-0.028963679,-3.0
1,1,10.1097355,-1.41722465,0.304303914,0.103993267,10.0,0.077989936,7.0,-0.029364238,-3.0
9,66167,10.0110998,-1.63658845,0.322173595,0.105051324,10.0,0.070213497,7.0,-0.025409009,-3.0
8,8,10.0038586,-1.55263948,0.17314751399999995,0.106643714,10.0,0.074043825,7.0,-0.02248662,-3.0
2,2,10.0937824,-1.38553667,0.211756334,0.10809657,10.0,0.077927172,7.0,-0.026366171,-3.0
0,0,10.1067619,-1.30809188,0.239253253,0.1090675,10.0,0.07937053599999999,7.0,-0.029000431,-3.0
4,4,10.059994699999999,-1.47050214,0.3250916,0.10913647,10.0,0.072424628,7.0,-0.029311723999999997,-3.0
7,7,10.0425806,-1.52412844,0.290596694,0.1094428,10.0,0.071147718,7.0,-0.026726952,-3.0
