,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
0,0,10.2741289,0.207589194,-0.135216773,0.100185275,10.0,-0.132705569,-14.0,0.109403834,10.0
3,3,10.2759857,0.211263597,-0.136520848,0.100203827,10.0,-0.133035883,-14.0,0.107533924,10.0
2,2,10.2756023,0.215426624,-0.137025535,0.100211702,10.0,-0.132827327,-14.0,0.106163643,10.0
1,1,10.2751026,0.219616294,-0.136734575,0.100219056,10.0,-0.132796854,-14.0,0.10452208699999999,10.0
4,4,10.2466707,0.221087247,-0.129424363,0.108967319,10.0,-0.135373726,-14.0,0.103723124,10.0
5,5,10.2463245,0.213623002,-0.12951785300000002,0.108975351,10.0,-0.135500073,-14.0,0.10565491,10.0
10,135591,10.2463264,0.22410515,-0.123427436,0.108978331,10.0,-0.137360185,-14.0,0.100963332,10.0
7,7,10.2466459,0.217986614,-0.121859059,0.108994395,10.0,-0.13807508300000002,-14.0,0.10257072,10.0
6,6,10.2467947,0.205825448,-0.125204876,0.109001659,10.0,-0.137218639,-14.0,0.107123934,10.0
8,8,10.2470837,0.213246688,-0.12175905,0.109005243,10.0,-0.138254255,-14.0,0.104263023,10.0
9,9,10.2474108,0.209106237,-0.121353284,0.10901510699999999,10.0,-0.138517752,-14.0,0.10561359699999999,10.0
