,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
5,5,9.56924152,-0.56924051,-1.42093527,0.102612697,10.0,0.033629168,3.0,0.066400118,6.0
8,8,9.45812225,-0.503472269,-1.47052944,0.10274592800000001,10.0,0.03086997,3.0,0.066326551,6.0
9,23358,9.26171017,-0.60312134,-1.51984072,0.103860959,10.0,0.031773515,3.0,0.06223733400000001,6.0
7,7,9.40107918,-0.577690959,-1.45229459,0.104021817,10.0,0.032951381,3.0,0.064295694,6.0
4,4,9.51629162,-0.626375794,-1.41782534,0.105385125,10.0,0.034651052,3.0,0.063932374,6.0
1,1,9.76731682,-0.602007747,-1.24218297,0.106090672,10.0,0.036735445,3.0,0.069471374,6.0
3,3,9.69680595,-0.540613353,-1.28355503,0.107221484,10.0,0.034304548,3.0,0.069324315,6.0
6,6,9.58691597,-0.503573239,-1.36051655,0.107342348,10.0,0.032223154,3.0,0.067837067,6.0
0,0,9.68864727,-0.628521323,-1.23089087,0.109196529,10.0,0.037037142,3.0,0.06701399400000001,6.0
2,2,9.59556389,-0.583568752,-1.3011476999999998,0.10921765900000001,10.0,0.034853425,3.0,0.0660716,6.0
